SMILES	Substrate	Mol_ID
CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-azino-bis[3-ethylbenzothiazoline]-6-sulfonic acid	mol_603.sdf
OCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO	D-fructose	mol_137.sdf
OCC(=O)[C@H](O)[C@@H](O)[C@H](O)CO	D-sorbose	mol_605.sdf
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2COC([C@@H]([C@H]2O)O)O)O)O)O	xylobiose	mol_604.sdf
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	D-maltose	mol_606.sdf
ClC=1C(C=CC(C1)=O)=O	2-chloro-1,4-benzoquinone	mol_496.sdf
OC(C(=O)[O-])CCCCCC	2-Hydroxyoctanoate	mol_334.sdf
N1C=C(C2=CC=CC=C12)CC(C(=O)[O-])O	3-indolelactate	mol_613.sdf
C(C)OC([C@@H](O)C1=CC=CC=C1)=O	ethyl-(S)-mandelate	mol_614.sdf
C(C(O)C1=CC=CC=C1)(=O)[O-]	Mandelate	mol_607.sdf
COC([C@@H](O)C1=CC=CC=C1)=O	methyl-(S)-mandelate	mol_618.sdf
C1C(C(C(C(C1O)O)O)O)N	2-deoxy-scyllo-inosamine	mol_623.sdf
[C@@H]1([C@H](O)[C@H](O)[C@@H](C[S+](CC[C@H](N)C(=O)O)C)O1)N1C=NC=2C(N)=NC=NC12	S-adenosyl-L-methionine	mol_622.sdf
N(N=C1SC2=C(N1CC)C=CC(=C2)S(=O)(=O)O)=C2SC1=C(N2CC)C=CC(=C1)S(=O)(=O)O	2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid)	mol_650.sdf
COC1=C(C(=CC=C1)OC)O	2,6-dimethoxyphenol	mol_631.sdf
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O	beta-estradiol	mol_655.sdf
CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O	equiline	mol_656.sdf
C(=O)OC(COP(=O)(O)OCC[N+](C)(C)C)COC=O.[O-]O	phosphatidylcholine hydroperoxide	mol_5528.sdf
C(C)(C)(C)OO	tert-butyl hydroperoxide	mol_675.sdf
OO	H2O2	mol_654.sdf
C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]	Reactive Black 5	mol_659.sdf
[Mn+2]	Mn2+	mol_415.sdf
COC1=C(O)C=CC(=C1)O	methoxyhydroquinone	mol_660.sdf
C1=CC(=CC=C1O)O	4-hydroquinone	mol_658.sdf
N(N=C1SC2=C(N1CC)C=CC(=C2)S(=O)(=O)O)=C2SC1=C(N2CC)C=CC(=C1)S(=O)(=O)O	2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid)	mol_632.sdf
C=1(C(O)=CC=CC1)OC	guaiacol	mol_633.sdf
C=1(O)C(O)=CC=CC1	catechol	mol_624.sdf
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=CC=C4)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-])N.[Na+].[Na+]	Reactive Blue 19	mol_663.sdf
COC1=C(C=C(C=C1)C(C(CO)OC2=CC=CC=C2OC)O)OC	veratrylglycerol-beta-guaiacyl ether	mol_668.sdf
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)S(=O)(=O)O)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)O)Cl)S(=O)(=O)O)N	Reactive Blue 5	mol_666.sdf
C1(O)=C(O)C(O)=CC=C1	pyrogallol	mol_671.sdf
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC(=C(C=C4)S(=O)(=O)O)NC5=NC(=NC(=N5)Cl)Cl)S(=O)(=O)O)N	Reactive Blue 4	mol_664.sdf
C1CSSC1CCCCC(=O)N	Lipoamide	mol_686.sdf
O=C1C(O)=C([O-])[C@H](O1)[C@@H](O)CO	ascorbate	mol_689.sdf
ClC1=C(C(=CC(=C1)Cl)Cl)O	2,4,6-Trichlorophenol	mol_694.sdf
BrC1=C(C(=CC(=C1)Br)Br)O	2,4,6-tribromophenol	mol_693.sdf
N(N=C1SC2=C(N1CC)C=CC(=C2)S(=O)(=O)O)=C2SC1=C(N2CC)C=CC(=C1)S(=O)(=O)O	2,2'-azinobis(3-ethylbenzthiazoline-6-sulfonic acid)	mol_690.sdf
[N+](=O)([O-])C1=CC2=C(OCO2)C=C1	5-nitro-1,3-benzodioxole	mol_698.sdf
COC=1C=C(CO)C=CC1OC	3,4-dimethoxybenzyl alcohol	mol_700.sdf
N1C=CC2=CC=CC=C12	indole	mol_699.sdf
C1=CC=CC=C1	Benzene	mol_702.sdf
O=C1C=C(CC(C)(C)C1)C	isophorone	mol_701.sdf
C1CCCCC1	Cyclohexane	mol_704.sdf
OC1=CC=C(C=C1)\C=C\C1=CC=CC=C1	4-hydroxy-trans-stilbene	mol_697.sdf
C1(=CC=CC=C1)\C=C\C1=CC=CC=C1	trans-stilbene	mol_696.sdf
CC1C2C(N(C=[N+]2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C	5,10-methenyltetrahydromethanopterin	mol_711.sdf
CC1C2C(N(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)CC(C(C(COC5C(C(C(O5)COP(=O)(O)OC(CCC(=O)O)C(=O)O)O)O)O)O)O)C	5,10-methylenetetrahydromethanopterin	mol_712.sdf
C(C1=CC(O)=C(O)C=C1)(=O)[O-]	protocatechuate	mol_713.sdf
OC1=C(O)C=CC(=C1)O	Hydroxyquinol	mol_716.sdf
OC1=C(C(=O)O)C=CC=C1O	2,3-Dihydroxybenzoic acid	mol_638.sdf
ClC1=C(C(O)=CC=C1)O	3-chlorocatechol	mol_715.sdf
ClC=1C=C(C(O)=CC1)O	4-Chlorocatechol	mol_714.sdf
CC1=C(C(O)=CC=C1)O	3-methylcatechol	mol_717.sdf
CC=1C=C(C(O)=CC1)O	4-methylcatechol	mol_628.sdf
ClC=1C=C(C(O)=CC1Cl)O	4,5-dichlorocatechol	mol_5530.sdf
N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)O	L-tryptophan	mol_718.sdf
N[C@@H](CS)C(=O)O	L-cysteine	mol_721.sdf
O1C(=C(O)C(=O)C=2C(O)=CC(O)=CC12)C1=CC(O)=C(O)C=C1	quercetin	mol_726.sdf
OC1=CC=C(C=C1)CC(C(=O)[O-])=O	4-hydroxyphenylpyruvate	mol_727.sdf
CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO	5S-hydroperoxy-6E,8Z,10E,14Z-eicosatetraenoic acid	mol_731.sdf
CCCCC/C=C/CC/C=C/C=C/C=C\C(CCCC(=O)O)O	5S-hydroxy-6E,8Z,10E,14Z-eicosatetraenoic acid	mol_730.sdf
C(CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(=O)[O-]	arachidonate	mol_729.sdf
CCC[C@H](C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O	(17(R),5Z,8Z,11Z,14Z)-17-hydroxyeicosa-5,8,11,14-tetraenoic acid	mol_736.sdf
CCCC(C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O	(17(S),5Z,8Z,11Z,14Z)-17-hydroxyeicosa-5,8,11,14-tetraenoic acid	mol_734.sdf
CCCCC(/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O	(16(S),5Z,8Z,11Z,14Z)-16-hydroxyeicosa-5,8,11,14-tetraenoic acid	mol_733.sdf
C(CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(=O)O	arachidonic acid	mol_732.sdf
C=1(C(=CC(=CC1)O)O)O	Benzene-1,2,4-triol	mol_740.sdf
NC=1C=C(C(C(=O)[O-])=CC1)O	4-Aminosalicylate	mol_5456.sdf
ClC1=CC=C(C(C(=O)[O-])=C1)O	5-chlorosalicylate	mol_748.sdf
OC1=C(C(C(=O)[O-])=CC=C1)O	3-hydroxysalicylate	mol_745.sdf
CC=1C=C(C(C(=O)[O-])=CC1)O	4-methylsalicylate	mol_747.sdf
BrC1=C(C(C(=O)[O-])=CC=C1)O	3-bromosalicylate	mol_749.sdf
ClC=1C=C(C(C(=O)[O-])=CC1)O	4-chlorosalicylate	mol_742.sdf
OC=1C=C(C(C(=O)[O-])=CC1)O	4-hydroxysalicylate	mol_752.sdf
ClC1=C(C(C(=O)[O-])=CC=C1)O	3-chlorosalicylate	mol_744.sdf
C(C=1C(O)=CC=CC1)(=O)[O-]	salicylate	mol_743.sdf
CC1=C(C(C(=O)[O-])=CC=C1)O	3-methylsalicylate	mol_753.sdf
FC1=CC=C(C(C(=O)[O-])=C1)O	5-Fluorosalicylate	mol_751.sdf
NC1=C(C(C(=O)[O-])=CC=C1)O	3-aminosalicylate	mol_750.sdf
CC1=CC=C(C(C(=O)[O-])=C1)O	5-Methylsalicylate	mol_755.sdf
C(C=1C(O)=CC=C(O)C1)(=O)[O-]	gentisate	mol_754.sdf
NC1=CC=C(C(C(=O)[O-])=C1)O	5-Aminosalicylate	mol_746.sdf
CC1=NC2=CC=CC=C2C(=O)C1=O	1H-3-Hydroxy-4-oxoquinaldine	mol_756.sdf
Cl(=O)[O-]	Chlorite	mol_758.sdf
C(CC=1C(O)=CC=C(O)C1)(=O)[O-]	homogentisate	mol_759.sdf
CC=1C=C2NC=C(CC(N)C(=O)O)C2=CC1	6-methyl-DL-tryptophan	mol_769.sdf
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	L-Trp	mol_766.sdf
CC1=CC=C2NC=C(CC(N)C(=O)O)C2=C1	5-methyl-DL-tryptophan	mol_765.sdf
FC1=CC=C2NC=C(CC(N)C(=O)O)C2=C1	5-fluoro-DL-tryptophan	mol_762.sdf
FC=1C=C2NC=C(CC(N)C(=O)O)C2=CC1	6-fluoro-DL-tryptophan	mol_768.sdf
O\C=C(\C(CCC)=O)/O	(1Z)-1,2-dihydroxyhex-1-en-3-one	mol_770.sdf
C(C1=CC(O)=C(O)C(O)=C1)(=O)[O-]	gallate	mol_773.sdf
C1(O)=CC=C(O)C=C1	hydroquinone	mol_667.sdf
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=O)C)C	all-trans-8'-apo-beta-carotenal	mol_783.sdf
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=O)/C)/C	all-trans-beta-apo-8'-carotenol	mol_782.sdf
OCCP([O-])([O-])=O	2-hydroxyethylphosphonate	mol_784.sdf
NCC(O)P([O-])([O-])=O	(2-amino-1-hydroxyethyl)phosphonate	mol_791.sdf
OC=1C=C(C=C(C1)O)CC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	(3,5-dihydroxyphenyl)acetyl-CoA	mol_792.sdf
OC=1C=C(C=CC1)CC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	(3-hydroxyphenyl)acetyl-CoA	mol_795.sdf
OC=1C=CC=C(C1)CC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	(5-hydroxyphenyl)acetyl-CoA	mol_794.sdf
C1(=CC=CC=C1)CC(=O)SCCNC(CCNC([C@@H](C(COP(OP(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC=2C(N)=NC=NC12)O)OP(=O)(O)O)(=O)O)(=O)O)(C)C)O)=O)=O	phenylacetyl-CoA	mol_793.sdf
C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O	7,8-dihydroneopterin	mol_796.sdf
O=C(C(=O)[O-])CCCC(=O)[O-]	2-oxoadipate	mol_798.sdf
N[C@@H](CCCNC(N)=N)C(=O)O	L-arginine	mol_804.sdf
N[C@@H](CCCCN)C(=O)O	L-lysine	mol_802.sdf
N[C@@H](CCCN)C(=O)O	L-ornithine	mol_803.sdf
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[Mg+2]	MgATP2-	mol_811.sdf
C1C(N=C(S1)C2=NC3=C(S2)C=C(C=C3)O)C(=O)O	D-luciferin	mol_812.sdf
O=C(C1C=NC(S1)c1nc2c(s1)cc(cc2)O)OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[O-]	D-luciferyl-O-adenosine monophosphate	mol_813.sdf
C(CCCCCCCCCCC)(=O)O	lauric acid	mol_814.sdf
N[C@@H](CC1=CC=CC=C1)C(=O)O	L-phenylalanine	mol_815.sdf
C(=O)(O)C[C@@H](C[N+](C)(C)CF)O	(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium	mol_817.sdf
C[N+](CCCC(=O)[O-])(C)C	4-Trimethylammoniobutanoate	mol_818.sdf
F[C@H](CC(=O)[O-])C[N+](C)(C)C	(3R)-3-fluoro-4-(trimethylammonio)butanoate	mol_816.sdf
C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)O)(C)C	(+/-)-1-deoxypentalenic acid	mol_846.sdf
N[C@@H](CC(N)=O)C(=O)O	L-asparagine	mol_847.sdf
N[C@@H](CCONC(=N)N)C(=O)O	L-canavanine	mol_850.sdf
N[C@@H](CCCCNC(N)=N)C(=O)O	L-homoarginine	mol_851.sdf
ClC1=CC(=C(O[C@@H](C(=O)[O-])C)C=C1)C	(R)-2-(4-chloro-2-methylphenoxy)propanoate	mol_852.sdf
CC1=NCCC(N1)C(=O)O	ectoine	mol_861.sdf
N1[C@@H](CCC1)C(=O)O	L-proline	mol_864.sdf
OC=1C(NC(NC1)=O)=O	5-Hydroxyuracil	mol_867.sdf
C(=O)C=1C(NC(NC1)=O)=O	5-Formyluracil	mol_865.sdf
N1C(=O)NC(=O)C(C)=C1	thymine	mol_866.sdf
C(=O)(O)CN[C@@H](CC(=O)[O-])C	(R)-3-((carboxymethyl)amino)butanoate	mol_900.sdf
C(=O)(O)\C=N\[C@@H](CC(=O)[O-])C	(3R)-3-[(E)-(carboxymethylidene)amino]butanoate	mol_901.sdf
C12=C(NC(=O)N1)NC(=O)NC2=O	Urate	mol_905.sdf
N1(C)C(=O)N(C)C=2N=CN(C)C2C1=O	Caffeine	mol_907.sdf
CC1C(CCCC1)=O	2-methylcyclohexanone	mol_910.sdf
CC1=CC(=O)C(C1(C)C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O	2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetyl-CoA	mol_912.sdf
O=C1C(CCC1)CC(=O)O	2-oxocyclopentyl acetic acid	mol_5534.sdf
C(CCCCC)C1C(CCC1)=O	2-n-hexylcyclopentanone	mol_909.sdf
CCOC(=O)CC1CCCC1=O	2-oxocyclopentyl ethyl acetate	mol_911.sdf
CC1=CC(=O)C(C1(C)C)CC(=O)O	2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetic acid	mol_5535.sdf
CC1CCC(CC1)=O	4-methylcyclohexanone	mol_913.sdf
OC=1C=C(C(=O)[O-])C=CC1O	3,4-dihydroxybenzoate	mol_923.sdf
OC1=CC=C(C(=O)[O-])C=C1	4-hydroxybenzoate	mol_922.sdf
C(C)(=O)C1=CC=CC=C1	acetophenone	mol_101.sdf
CC(CC)=O	2-butanone	mol_924.sdf
C1(CCCC1)=O	Cyclopentanone	mol_925.sdf
C1(=CC=CC=C1)SC	thioanisole	mol_5536.sdf
C1(CCC1)=O	Cyclobutanone	mol_915.sdf
C12C=CCC2C(C1)=O	bicyclo[3.2.0]hept-2-en-6-one	mol_5537.sdf
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	alpha-doxycycline	mol_930.sdf
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O	chlortetracycline	mol_932.sdf
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	doxycycline	mol_931.sdf
CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O	demeclocycline	mol_928.sdf
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C	minocycline	mol_929.sdf
CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	tetracycline	mol_933.sdf
CC1=CC=CC=C1	Toluene	mol_934.sdf
C1(=CC=CC=C1)OC	anisole	mol_5538.sdf
ClC1=CC=CC=C1	chlorobenzene	mol_5539.sdf
[N+](=O)([O-])C1=CC=CC=C1	nitrobenzene	mol_904.sdf
OC=1C=C(C(=O)[O-])C=CC1	3-hydroxybenzoate	mol_937.sdf
OC=1C(=NC=C(C1)C(=O)[O-])C	3-Hydroxy-2-methylpyridine-5-carboxylate	mol_939.sdf
OC=1C=NC=C(C(=O)O)C1	5-hydroxynicotinic acid	mol_938.sdf
[N]=O	nitric oxide	mol_5540.sdf
OC1=C(C=CC=C1)C1=CC=CC=C1	2-Hydroxybiphenyl	mol_941.sdf
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	progesterone	mol_442.sdf
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O	17alpha-hydroxyprogesterone	mol_953.sdf
CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C)C	abieta-8,11,13-triene	mol_954.sdf
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	pregnenolone	mol_956.sdf
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O	FAD	mol_958.sdf
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O	FMN	mol_959.sdf
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O	riboflavin	mol_960.sdf
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(CC[C@]4(C)[C@H]3CC[C@]12C)=O	cholest-4-en-3-one	mol_994.sdf
OC(C)(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	25-hydroxycholesterol	mol_5542.sdf
OCC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	27-Hydroxycholesterol	mol_5541.sdf
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	1alpha-hydroxyvitamin D3	mol_964.sdf
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	1alpha-hydroxyvitamin D2	mol_965.sdf
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	vitamin D3	mol_962.sdf
S(=O)(=O)(O)O[C@@H]1CC2=CC[C@H]3[C@@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@@H]3[C@]2(CC1)C)C	cholesterol 3-sulfate	mol_967.sdf
O[C@H](C(C)C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	(24S)-24-hydroxycholesterol	mol_966.sdf
CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O	tetrahydrobiopterin	mol_940.sdf
C(\C=C\C1=CC=C(C=C1)O)(=O)O	4-coumaric acid	mol_976.sdf
C1(=CC(O)=CC(O)=C1)C=CC1=CC=C(O)C=C1	resveratrol	mol_974.sdf
O1[C@@H](CC(=O)C=2C(O)=CC(O)=CC12)C1=CC=C(O)C=C1	naringenin	mol_975.sdf
C1=CC(=CC2=C1C=CC(=O)O2)O	umbelliferone	mol_973.sdf
OC1=CC=C(C=C1)CC(=O)[O-]	4-hydroxyphenylacetate	mol_977.sdf
C12(C(=O)CC(CC1)C2(C)C)C	(+)-Camphor	mol_978.sdf
CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O	Compactin	mol_984.sdf
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	diclofenac	mol_983.sdf
CCC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	26-methylcholesterol	mol_5544.sdf
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)Br)[H])[H])C)[H])C	(25R)-25-bromo-27-norcholesterol	mol_5545.sdf
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	cholest-5-en-3-beta-ol	mol_5546.sdf
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CCCC(C)Br)[H])[H])C)[H])C	(25S)-25-bromo-27-norcholesterol	mol_5547.sdf
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12	3-oxo-23,24-bisnorchola-1,4-diene-22-oyl-CoA	mol_997.sdf
O=C(NCCSOC(=O)[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C)C)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	3-oxo-23,24-bisnorchola-1,4-dien-22-oate-CoA	mol_998.sdf
C[C@@]12C(CC[C@H]1[C@@H]1CCC3=CC(C=C[C@]3(C)[C@H]1CC2)=O)=O	1,4-androstadiene-3,17-dione	mol_995.sdf
C[C@@]12C(CC[C@H]1[C@@H]1CCC3=CC(C=C[C@]3(C)[C@H]1CC2)=O)=O	androsta-1,4-diene-3,17-dione	mol_996.sdf
C[C@@]12C(CC[C@H]1[C@@H]1CC[C@H]3CC(CC[C@]3(C)[C@H]1CC2)=O)=O	5alpha-androstan-3,17-dione	mol_438.sdf
C[C@@]12C(CC[C@H]1[C@@H]1CCC3=CC(CC[C@@H]3[C@H]1CC2)=O)=O	4-Estren-3,17-dione	mol_1000.sdf
CC(C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)[O-]	3-oxo-23,24-bisnorchol-4-en-22-oate	mol_1001.sdf
C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C([O-])=O	3-oxo-23,24-bisnorchola-1,4-diene-22-oate	mol_999.sdf
CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O	5,6,7,8-tetrahydrobiopterin	mol_1010.sdf
O=C(O)[C@@H](N)CC1=CC=C(O)C(O)=C1	L-Dopa	mol_1080.sdf
N[C@@H](CC1=CC=C(C=C1)O)C(=O)O	L-tyrosine	mol_709.sdf
C1CCOC(C1)OC2=CC=C(C=C2)O	deoxyarbutin	mol_1081.sdf
C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O	beta-arbutin	mol_1088.sdf
C(C=1C(N)=CC=CC1)(=O)N	anthranilamide	mol_1098.sdf
C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N	kynurenine	mol_1097.sdf
CC1(CC2C=C(C3C2(C1)C4(CO4)C(=O)OC3)C(=O)O)C	pentalenolactone F	mol_1102.sdf
CC1(C(N2C(S1)C(C2=O)NC(=O)CCCC(C(=O)O)N)C(=O)O)C	Penicillin N	mol_1106.sdf
C(=O)(O)CCCCC(=O)N[C@H]1[C@H]2SC([C@@H](N2C1=O)C(=O)O)(C)C	adipyl 6-aminopenicillanic acid	mol_1104.sdf
CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C	penicillin G	mol_1105.sdf
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	ampicillin	mol_1103.sdf
C(C)(=O)CC1(S[C@H]2N([C@H]1C(=O)O)C([C@H]2N)=O)C	acetyl-6-aminopenicillanic acid	mol_1107.sdf
COC1=CC=C(C(=O)[O-])C=C1	4-Methoxybenzoate	mol_1212.sdf
C[N+](C)(C)C(CC1=CN=CN1)C(=O)[O-]	hercynine	mol_1118.sdf
NC1=CC=C(C(=O)[O-])C=C1	4-Aminobenzoate	mol_1125.sdf
CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O	3-acetylpyridine adenine dinucleotide phosphate	mol_1128.sdf
[Fe-3](C#N)(C#N)(C#N)(C#N)(C#N)C#N	ferricyanide	mol_507.sdf
C1C=CC(=NC1C(=O)O)C(=O)O	2,3-dihydrodipicolinate	mol_1135.sdf
C(=O)[O-]	formate	mol_1133.sdf
N1C(=O)NC=2N=CNC2C1=O	xanthine	mol_1142.sdf
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(\CO)/C	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	mol_1143.sdf
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Fe+3]	Fe(III)-EDTA	mol_1127.sdf
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O	thiamine diphosphate	mol_1157.sdf
P(=O)([O-])([O-])[O-]	phosphate	mol_1156.sdf
C(C=O)C(C(=O)O)N	L-aspartate-4-semialdehyde	mol_1160.sdf
N(C(=N)N)CCCC=O	4-guanidinobutyraldehyde	mol_1165.sdf
