SMILES	Ligand_name	Mol_ID	InChI	InChIKey
O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)C(=O)[O-]	beta-D-galacturonate	mol_207.sdf	InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/p-1/t1-,2+,3+,4-,6+/m0/s1	AEMOLEFTQBMNLQ-DTEWXJGMSA-M
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]	D-glucuronate	mol_199.sdf	InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3+,4-,5-/m0/s1	IAJILQKETJEXLJ-QTBDOELSSA-M
O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]	D-Mannuronate	mol_210.sdf	InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3-,4+,5+/m1/s1	IAJILQKETJEXLJ-MBMOQRBOSA-M
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]	D-galacturonate	mol_209.sdf	InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3+,4+,5-/m0/s1	IAJILQKETJEXLJ-RSJOWCBRSA-M
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	IMP	mol_211.sdf	InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)	GRSZFWQUAKGDAV-UHFFFAOYSA-N
CC(=O)C1=C[N+](=CC=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O	3-acetylpyridine adenine dinucleotide	mol_213.sdf	InChI=1S/C22H28N6O14P2/c1-10(29)11-3-2-4-27(5-11)21-17(32)15(30)12(40-21)6-38-43(34,35)42-44(36,37)39-7-13-16(31)18(33)22(41-13)28-9-26-14-19(23)24-8-25-20(14)28/h2-5,8-9,12-13,15-18,21-22,30-33H,6-7H2,1H3,(H3-,23,24,25,34,35,36,37)	KPVQNXLUPNWQHM-UHFFFAOYSA-N
CN1C2CCC1CC(C2)O	Tropine	mol_214.sdf	InChI=1S/C8H15NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-8,10H,2-5H2,1H3	CYHOMWAPJJPNMW-UHFFFAOYSA-N
CN1C2CCC1CC(=O)C2	tropinone	mol_215.sdf	InChI=1S/C8H13NO/c1-9-6-2-3-7(9)5-8(10)4-6/h6-7H,2-5H2,1H3	QQXLDOJGLXJCSE-UHFFFAOYSA-N
CC([C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(CC[C@]4(C)[C@H]3CC[C@]12C)=O)=O	5beta-pregnane-3,20-dione	mol_217.sdf	InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h14,16-19H,4-12H2,1-3H3/t14-,16+,17-,18+,19+,20+,21-/m1/s1	XMRPGKVKISIQBV-XWOJZHJZSA-N
CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C	lithocholic acid	mol_219.sdf	InChI=1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)	SMEROWZSTRWXGI-UHFFFAOYSA-N
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C	5alpha-androstan-17beta-ol-3-one	mol_224.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3	NVKAWKQGWWIWPM-UHFFFAOYSA-N
C[C@@]12[C@H](CC[C@H]1[C@@H]1CC[C@H]3C[C@H](CC[C@]3(C)[C@H]1CC2)O)O	5alpha-androstan-3beta,17beta-diol	mol_216.sdf	InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13-,14-,15-,16-,17-,18-,19-/m0/s1	CBMYJHIOYJEBSB-YSZCXEEOSA-N
CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O	5alpha-pregnane-3alpha,20alpha-diol	mol_144.sdf	InChI=1S/C21H36O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h13-19,22-23H,4-12H2,1-3H3	YWYQTGBBEZQBGO-UHFFFAOYSA-N
[C@@H]12[C@@H]([C@@]3([C@H](CC2)CC(=O)CC3)C)CC[C@]2([C@H]1CC[C@H]2O)C	5beta-androstan-17alpha-ol-3-one	mol_225.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14+,15+,16+,17-,18+,19+/m1/s1	NVKAWKQGWWIWPM-BNFYIPGJSA-N
CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O	5beta-pregnane-3alpha,20alpha-diol	mol_223.sdf	InChI=1S/C21H36O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h13-19,22-23H,4-12H2,1-3H3	YWYQTGBBEZQBGO-UHFFFAOYSA-N
C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@@]2(CC(C1)=O)[H])[H])(CC[C@]4([H])[C@@H](O)C)[H])C)[H])C	5beta-pregnane-20alpha-ol-3-one	mol_220.sdf	InChI=1S/C21H34O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h13-14,16-19,22H,4-12H2,1-3H3/t13-,14+,16-,17+,18-,19-,20-,21+/m0/s1	DYVGYXXLXQESJE-WTVMURBBSA-N
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	Epitestosterone	mol_222.sdf	InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3	MUMGGOZAMZWBJJ-UHFFFAOYSA-N
CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	5alpha-Androstan-3alpha-ol-17-one	mol_221.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3	QGXBDMJGAMFCBF-UHFFFAOYSA-N
C[C@@]12C(CC[C@H]1[C@@H]1CCC3=CC(CC[C@]3(C)[C@H]1CC2)=O)=O	4-androstene-3,17-dione	mol_218.sdf	InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1	AEMFNILZOJDQLW-QAGGRKNESA-N
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C	5alpha-Androstan-17alpha-ol-3-one	mol_226.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3	NVKAWKQGWWIWPM-UHFFFAOYSA-N
N1=CC(=CC=C1)C=O	Pyridine-3-aldehyde	mol_229.sdf	InChI=1S/C6H5NO/c8-5-6-2-1-3-7-4-6/h1-5H	QJZUKDFHGGYHMC-UHFFFAOYSA-N
[N+](=O)([O-])C=1C=C(C=O)C=CC1	3-Nitrobenzaldehyde	mol_227.sdf	InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H	ZETIVVHRRQLWFW-UHFFFAOYSA-N
O=C[C@H](O)[C@H](O)[C@H](O)CO	D-ribose	mol_232.sdf	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5-/m0/s1	PYMYPHUHKUWMLA-LMVFSUKVSA-N
C(=O)C=O	Glyoxal	mol_230.sdf	InChI=1S/C2H2O2/c3-1-2-4/h1-2H	LEQAOMBKQFMDFZ-UHFFFAOYSA-N
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	D-galactose	mol_126.sdf	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6-/m0/s1	GZCGUPFRVQAUEE-KCDKBNATSA-N
O=C[C@@H](O)[C@H](O)[C@H](O)CO	D-arabinose	mol_231.sdf	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1	PYMYPHUHKUWMLA-WDCZJNDASA-N
CC(=CCCC(=CCCC(=CCO)C)C)C	trans,trans-farnesol	mol_238.sdf	InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3	CRDAMVZIKSXKFV-UHFFFAOYSA-N
C(CCCCCCCCCCCCC)O	1-Tetradecanol	mol_243.sdf	InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3	HLZKNKRTKFSKGZ-UHFFFAOYSA-N
C(CCC)=O	1-butanal	mol_253.sdf	InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3	ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
C(CCCCCC)=O	1-heptanal	mol_256.sdf	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	FXHGMKSSBGDXIY-UHFFFAOYSA-N
C(\C=C\CCC)=O	trans-2-hexen-1-al	mol_248.sdf	InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+	MBDOYVRWFFCFHM-SNAWJCMRSA-N
C(CCCCCCCCC)O	1-Decanol	mol_257.sdf	InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3	MWKFXSUHUHTGQN-UHFFFAOYSA-N
C(\C=C\C)=O	trans-2-buten-1-al	mol_244.sdf	InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+	MLUCVPSAIODCQM-NSCUHMNNSA-N
C(CCCCCCC)=O	1-octanal	mol_247.sdf	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	NUJGJRNETVAIRJ-UHFFFAOYSA-N
OC\C=C(/CCC=C(C)C)\C	nerol	mol_239.sdf	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-	GLZPCOQZEFWAFX-YFHOEESVSA-N
C(\C=C(/C)\CCC=C(C)C)CC(C)=CCC\C(\C)=C\CO	geranylgeraniol	mol_235.sdf	InChI=1S/C20H34O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h9,11,13,15,21H,6-8,10,12,14,16H2,1-5H3/b18-11+,19-13?,20-15+	OJISWRZIEWCUBN-DYCNYEKWSA-N
C([C@H](O)C)=O	D-lactoaldehyde	mol_246.sdf	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m1/s1	BSABBBMNWQWLLU-GSVOUGTGSA-N
C(CCCCCCCC)=O	1-nonanal	mol_249.sdf	InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3	GYHFUZHODSMOHU-UHFFFAOYSA-N
C(C(C(CO)O)O)C(=O)C=O	3-deoxyglucosone	mol_260.sdf	InChI=1S/C6H10O5/c7-2-4(9)1-5(10)6(11)3-8/h2,5-6,8,10-11H,1,3H2	ZGCHLOWZNKRZSN-UHFFFAOYSA-N
CC(C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O	20alpha-hydroxyprogesterone	mol_234.sdf	InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12-13,16-19,22H,4-11H2,1-3H3	RWBRUCCWZPSBFC-UHFFFAOYSA-N
C(CCCCCCCC)O	1-nonanol	mol_250.sdf	InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3	ZWRUINPWMLAQRD-UHFFFAOYSA-N
CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C)O	5alpha-pregnan-20alpha-ol-3-one	mol_242.sdf	InChI=1S/C21H34O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h13-14,16-19,22H,4-12H2,1-3H3	DYVGYXXLXQESJE-UHFFFAOYSA-N
O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@H]2O)C)C	5alpha-pregnane-3beta,20alpha-diol	mol_251.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14+,15+,16+,17-,18+,19+/m1/s1	NVKAWKQGWWIWPM-BNFYIPGJSA-N
CC(C)=CCC\C(\C)=C\CO	geraniol	mol_240.sdf	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+	GLZPCOQZEFWAFX-JXMROGBWSA-N
C(CCCCCCCCCCC)=O	1-Dodecanal	mol_245.sdf	InChI=1S/C12H24O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h12H,2-11H2,1H3	HFJRKMMYBMWEAD-UHFFFAOYSA-N
CC(C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O	5-Pregnene-3beta,20alpha-diol	mol_237.sdf	InChI=1S/C21H34O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,13,15-19,22-23H,5-12H2,1-3H3	QAAQQTDJEXMIMF-UHFFFAOYSA-N
N1=CC(=CC=C1)CO	Pyridine-3-methanol	mol_241.sdf	InChI=1S/C6H7NO/c8-5-6-2-1-3-7-4-6/h1-4,8H,5H2	MVQVNTPHUGQQHK-UHFFFAOYSA-N
C(\C=C\CCCCCCC)=O	trans-2-decen-1-al	mol_236.sdf	InChI=1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h8-10H,2-7H2,1H3/b9-8+	MMFCJPPRCYDLLZ-CMDGGOBGSA-N
C(CO)=O	glycolaldehyde	mol_259.sdf	InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2	WGCNASOHLSPBMP-UHFFFAOYSA-N
C(CCC(C)C)=O	isocaproaldehyde	mol_255.sdf	InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3	JGEGJYXHCFUMJF-UHFFFAOYSA-N
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)C=O)O)C)O	21-Dehydrocortisol	mol_252.sdf	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,11,14-16,18,24,26H,3-8,10H2,1-2H3	JIELFMXLFHFDRT-UHFFFAOYSA-N
C(CCCCC)=O	1-hexanal	mol_258.sdf	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	JARKCYVAAOWBJS-UHFFFAOYSA-N
C(\C=C\CCCCCC)=O	trans-2-nonen-1-al	mol_254.sdf	InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h7-9H,2-6H2,1H3/b8-7+	BSAIUMLZVGUGKX-BQYQJAHWSA-N
O=C[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	L-idose	mol_261.sdf	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5+,6+/m0/s1	GZCGUPFRVQAUEE-UNTFVMJOSA-N
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C	5alpha-dihydrotestosterone	mol_263.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3	NVKAWKQGWWIWPM-UHFFFAOYSA-N
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	UDP-alpha-D-glucose	mol_264.sdf	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)	HSCJRCZFDFQWRP-UHFFFAOYSA-N
C1C(C(C(CC1(C(=O)O)O)O)O)O	L-quinate	mol_268.sdf	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	AAWZDTNXLSGCEK-UHFFFAOYSA-N
C1C(C(C(C=C1C(=O)O)O)O)O	shikimate	mol_269.sdf	InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)	JXOHGGNKMLTUBP-UHFFFAOYSA-N
P(=O)(O)(O)OC[C@H]([C@@H](C(C)=O)O)O	1-deoxy-D-xylulose 5-phosphate	mol_278.sdf	InChI=1S/C5H11O7P/c1-3(6)5(8)4(7)2-12-13(9,10)11/h4-5,7-8H,2H2,1H3,(H2,9,10,11)/t4-,5-/m1/s1	AJPADPZSRRUGHI-RFZPGFLSSA-N
OCCSCCS(=O)(=O)[O-]	2-(2-hydroxyethylthio)ethanesulfonate	mol_285.sdf	InChI=1S/C4H10O4S2/c5-1-2-9-3-4-10(6,7)8/h5H,1-4H2,(H,6,7,8)/p-1	RGEIKIHAMPCDGR-UHFFFAOYSA-M
C(C(=O)C)(=O)[O-]	pyruvate	mol_293.sdf	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1	LCTONWCANYUPML-UHFFFAOYSA-M
C([C@@H](O)C)(=O)[O-]	(S)-lactate	mol_292.sdf	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1	JVTAAEKCZFNVCJ-REOHCLBHSA-M
O[C@@H]1[C@]2(C)[C@@H](CC1)[C@@H]1CC[C@H]3CC(CC[C@]3(C)[C@H]1CC2)=O	17beta-hydroxy-5alpha-androstan-3-one	mol_294.sdf	InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14-,15-,16-,17-,18-,19-/m0/s1	NVKAWKQGWWIWPM-ABEVXSGRSA-N
Nc1ccn(c(=O)n1)C1OC(C(C1O)O)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)[n+]1cccc(c1)C(=O)N)O)O	nicotinamide cytosine dinucleotide	mol_299.sdf	InChI=1S/C20H27N5O15P2/c21-12-3-5-25(20(31)23-12)19-16(29)14(27)11(39-19)8-37-42(34,35)40-41(32,33)36-7-10-13(26)15(28)18(38-10)24-4-1-2-9(6-24)17(22)30/h1-6,10-11,13-16,18-19,26-29H,7-8H2,(H5-,21,22,23,30,31,32,33,34,35)/p+1	CRWNYXSXULHVKY-UHFFFAOYSA-O
C1(=CC=CC=C1)CC(C(=O)[O-])=O	phenylpyruvate	mol_298.sdf	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)/p-1	BTNMPGBKDVTSJY-UHFFFAOYSA-M
O=C(C(=O)[O-])C(C)C	2-oxoisovalerate	mol_301.sdf	InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)/p-1	QHKABHOOEWYVLI-UHFFFAOYSA-M
O=C(C(=O)[O-])CCCC	2-oxocaproate	mol_302.sdf	InChI=1S/C6H10O3/c1-2-3-4-5(7)6(8)9/h2-4H2,1H3,(H,8,9)/p-1	XNIHZNNZJHYHLC-UHFFFAOYSA-M
OCC(C(=O)[O-])=O	Hydroxypyruvate	mol_305.sdf	InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)/p-1	HHDDCCUIIUWNGJ-UHFFFAOYSA-M
O=C(C(=O)[O-])CC(C)C	2-oxoisocaproate	mol_296.sdf	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1	BKAJNAXTPSGJCU-UHFFFAOYSA-M
O=C(C(=O)[O-])CC	2-oxobutyrate	mol_297.sdf	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1	TYEYBOSBBBHJIV-UHFFFAOYSA-M
O=C(C(=O)[O-])CCC	2-oxovalerate	mol_303.sdf	InChI=1S/C5H8O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3,(H,7,8)/p-1	KDVFRMMRZOCFLS-UHFFFAOYSA-M
C(C=O)(=O)[O-]	glyoxylate	mol_304.sdf	InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)/p-1	HHLFWLYXYJOTON-UHFFFAOYSA-M
C(=O)(C(=O)O)CC(=O)[O-]	oxaloacetate	mol_300.sdf	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-1	KHPXUQMNIQBQEV-UHFFFAOYSA-M
C(CC(=O)O)C(C(C(=O)O)O)C(=O)O	homoisocitrate	mol_309.sdf	InChI=1S/C7H10O7/c8-4(9)2-1-3(6(11)12)5(10)7(13)14/h3,5,10H,1-2H2,(H,8,9)(H,11,12)(H,13,14)	OEJZZCGRGVFWHK-UHFFFAOYSA-N
C(C)(C)C(C(C(=O)[O-])O)C(=O)[O-]	3-isopropylmalate	mol_308.sdf	InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5,8H,1-2H3,(H,9,10)(H,11,12)/p-2	RNQHMTFBUSSBJQ-UHFFFAOYSA-L
C(C(O)C(C(=O)[O-])CC(=O)[O-])(=O)[O-]	isocitrate	mol_310.sdf	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3	ODBLHEXUDAPZAU-UHFFFAOYSA-K
C(CC(=O)C)(=O)[O-]	acetoacetate	mol_314.sdf	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1	WDJHALXBUFZDSR-UHFFFAOYSA-M
C(CCC(=O)C)(=O)O	levulinic acid	mol_315.sdf	InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)	JOOXCMJARBKPKM-UHFFFAOYSA-N
CC(CC(=O)[O-])O	D-3-hydroxybutyrate	mol_316.sdf	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1	WHBMMWSBFZVSSR-UHFFFAOYSA-M
OCCC(=O)O	3-hydroxypropanoic acid	mol_5516.sdf	InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)	ALRHLSYJTWAHJZ-UHFFFAOYSA-N
OC[C@H](C(=O)[O-])C	(R)-3-hydroxyisobutyrate	mol_319.sdf	InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1	DBXBTMSZEOQQDU-GSVOUGTGSA-M
OC[C@@H](C(=O)[O-])C	(S)-3-hydroxyisobutyrate	mol_320.sdf	InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m0/s1	DBXBTMSZEOQQDU-VKHMYHEASA-M
S(=O)(=O)([O-])CCO	isethionate	mol_321.sdf	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)/p-1	SUMDYPCJJOFFON-UHFFFAOYSA-M
CC1C(C2CC3N1C4C2C(C5(C4)C3=NC6=CC=CC=C56)OC(=O)C)C=O	perakine	mol_324.sdf	InChI=1S/C21H22N2O3/c1-10-13(9-24)12-7-16-19-21(14-5-3-4-6-15(14)22-19)8-17(23(10)16)18(12)20(21)26-11(2)25/h3-6,9-10,12-13,16-18,20H,7-8H2,1-2H3	GDXJMOGWONJRHL-UHFFFAOYSA-N
CC(=O)N[C@@H]1[C@H](OC([C@H](C1O)O)CO)O	UDP-2-acetamido-2-deoxy-alpha-D-glucuronate	mol_327.sdf	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4?,5-,6+,7?,8-/m0/s1	OVRNDRQMDRJTHS-HZKFEDBQSA-N
P(=O)(O)(O)OC[C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	6-phospho-D-gluconate	mol_343.sdf	InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/p-1/t2-,3-,4+,5-/m1/s1	BIRSGZKFKXLSJQ-SQOUGZDYSA-M
N(C(=O)N)[C@H](C(=O)[O-])O	(S)-ureidoglycolate	mol_349.sdf	InChI=1S/C3H6N2O4/c4-3(9)5-1(6)2(7)8/h1,6H,(H,7,8)(H3,4,5,9)/p-1/t1-/m0/s1	NWZYYCVIOKVTII-SFOWXEAESA-M
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO	beta-D-glucose	mol_109.sdf	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1	WQZGKKKJIJFFOK-VFUOTHLCSA-N
P(=O)(O)(O)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O	D-glucose 6-phosphate	mol_200.sdf	InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h1,3-6,8-11H,2H2,(H2,12,13,14)/t3-,4+,5+,6+/m0/s1	VFRROHXSMXFLSN-SLPGGIOYSA-N
