EC_number	UniProt_ID	Organism_name	WT_structures	Mutant_structures	Structure_type
1.11.1.19	Q47KB1	Thermobifida fusca YX	-	5FW4	Substrate+Cofactor
1.11.1.19	Q556V8	Dictyostelium discoideum	-	7ODZ,7O9J,7O9L	Substrate+Cofactor
1.11.1.19	Q8EIU4	Shewanella oneidensis MR-1	-	2IIZ	Substrate+Cofactor
1.11.1.19	Q8WZK8	Bjerkandera adusta	-	3VXJ,3AFV,3MM3,3MM1,3MM2,3VXI	Substrate+Cofactor
1.11.1.19	Q8YWM0	Anabaena sp.	-	5C2I	Substrate+Cofactor
1.11.1.19	Q9KQ59	Vibrio cholerae	-	5DE0	Cofactor only
1.11.1.21	A4QUT2	Pyricularia grisea	-	5JHX,3UT2	Substrate+Cofactor
1.11.1.21	P9WIE5	Mycobacterium tuberculosis	4C50,4C51	-	Substrate+Cofactor
1.11.1.21	Q8X182	Neurospora crassa	-	5WHS	Substrate+Cofactor
1.11.1.21	Q939D2	Burkholderia pseudomallei	-	5SXW,5SYH,5SXR,5SYI,5SXX,6CFQ,5SYV,5SYX,5SYK,5SX1,5SXS,5SXT,5L02,5SX6,5SW6,5SW4,6MQ0,5SX7,5SYL,5SX3,5SX0,6MPY,5SW5,5SXQ,5SX2,6MQ1	Substrate+Cofactor
1.11.1.24	P0A251	Salmonella enterica subsp. enterica serovar Typhimurium	-	4XS4	Substrate only
1.11.1.24	Q9PER7	Xylella fastidiosa	-	4XS4	Apo only
1.11.1.25	Q9WYL7	Thermotoga maritima	-	4EO3	Substrate only
1.11.1.28	P9WQB5	Mycobacterium tuberculosis	-	1GU9	Substrate only
1.11.1.28	P9WQB7	Mycobacterium tuberculosis	-	2BMX	Substrate only
1.11.1.28	Q9PCF4	Xylella fastidiosa	-	1ZB9,1ZB8	Substrate only
1.11.1.5	P00431	Saccharomyces cerevisiae	2XIL,1AEG,1AEH,1AEE,1AEB,1AC8,1AC4,1AEF,1AED,1AEO,1AES,1AEJ,1AEK,1AEM,1AEN,1AEV,1AEU,1AET,1AEQ,1EBE	2EUT,2RBT,2Y5A,2AS4,2EUQ,2AQD,2RBV,2EUR,2AS3,2EUP,2EUU,2AS2,2AS6,2EUO,2RBX,2RC2,2RC0,2RBW,2RBY,6Y1T,2EUS,2AS1,4XV8,4A6Z,4A71,4XV7,4XV5,2V2E,4XV4,1SDQ,2EUN,2CYP,6Y2Y,4A7M,1KXM,2ANZ,1RYC,2RBU,2RBZ,1S6V,6H08,1CMP,1DJ5,1DSE,2X08,4A78,1DS4,1DSO,1DSP,1CCG,4CVI,5CIC,4NFG,4CVJ,1DCC,1CPF,4JB4,1CCI,3R98,3R99,2RC1,1DSG,5CIE,4XVA,5CID,5CIB	Substrate+Cofactor
1.11.1.5	Q8EF24	Shewanella oneidensis	-	3O5C	Substrate+Cofactor
1.11.1.6	M4GGR7	Mycothermus thermophilus	-	4AUM,5XZM,5XZN,7WCA,5XY4,5XVZ,5ZZ1	Substrate+Cofactor
1.11.1.7	P00433	Armoracia rusticana	1W4W,1W4Y,3ATJ,4ATJ	7ATJ,1HCH,1H5H,1H5M,1H5L,1H5K,1H5J,1H5I,1H5F,1H57,1H5G,1H55,1GWT,6ATJ,2ATJ,1GW2,1GX2	Substrate+Cofactor
1.11.1.7	P0A862	Escherichia coli	-	3HVS,3I43	Substrate only
1.11.1.7	Q9NAV8	Amphitrite ornata	1EWA	3LB2,4HSX,5V5R,3KUN,3KUO,4KMV,4KJT,4FH6,4DWU,4GZG,3LB4,2QFN,3MOU,3O7N,3MYM,3OK5,4FH7,3LB1,4KN3,4KMW,4JYQ,3LB3,4ILZ,4JAC,4DWT,3MYN,3ORD	Substrate+Cofactor
1.11.1.9	P07203	Homo sapiens	-	2F8A	Substrate only
1.11.2.1	A0A023H437	Marasmius rotula	5FUK	-	Substrate+Cofactor
1.11.2.1	A0A1Y2TH07	Hypoxylon sp. EC38	-	7O1R,7O1X,7O1Z,7O2G,7O2D	Substrate+Cofactor
1.11.2.1	B9W4V6	Cyclocybe aegerita	2YOR,2YP1	6EKZ,6EKX,6EKY,5OY2,5OXT,5OY1,6EKW,5OXU,7PN8,7PN6,6EL4,6EL0,7PN7,7PN5,7PN9,7PNA,7PN4	Substrate+Cofactor
1.11.2.1	Q972I2	Sulfurisphaera tokodaii	-	3B4X,1UE8	Cofactor only
1.11.2.2	P05164	Homo sapiens	1DNU,1D5L,1D7W,1DNW,4C1M,4DL1,1MHL,3ZS0,3ZS1,7OIH,4EJX	5MFA,6BMT	Substrate+Cofactor
1.11.2.5	B0CN28	Streptomyces lavendulae	-	6VDQ,6VDP,6VDZ,6VE0	Cofactor only
1.12.98.2	P32440	Methanothermobacter marburgensis	5OK4,4JJF,4JJG	6GGU	Substrate only
1.13.11.1	P95607	Rhodococcus opacus	3HHY,3HJS,3I51,3HKP,3I4Y,3HGI,3HHX,3HJQ,3I4V,3HJ8	-	Substrate only
1.13.11.1	Q9F103	Acinetobacter radioresistens	-	2XSU,2XSR,2XSV	Substrate only
1.13.11.11	P48775	Homo sapiens	-	6PYZ,6UD5,6PYY,5TIA,5TI9,6A4I,6VBN	Substrate+Cofactor
1.13.11.18	O95571	Homo sapiens	4CHL	-	Substrate only
1.13.11.20	O32085	Bacillus subtilis	-	4QM9,3EQE,4QM8	Substrate only
1.13.11.20	P21816	Rattus norvegicus	-	4XEZ,4XFF,4IEU,5I0U,4XF9,4XET,5I0S,4XF4,4XFB,5I0R,4PIX,4XFH,4XFC,5I0T,4XF0,4XFI,4IET,4IES,4PIZ,4XFG,3ELN,4IEW,4IER,2GH2,2B5H,4PJY,4XF1,4XF3,4PIY,4IEV,6U1M,4KWL,4IEY,5EZW,4XFA,4Z82,6U4L,4KWK,4JTO,6U4V,6U4S	Substrate only
1.13.11.20	P60334	Mus musculus	-	2ATF,2Q4S	Substrate only
1.13.11.20	Q16878	Homo sapiens	-	6BPU,6CDH,6BPV,6BPR,6CDN,6BPS,6BPX,6N42,6BGF,6N43,6BPT,6BPW,2IC1	Substrate only
1.13.11.20	Q96SZ5	Homo sapiens	-	4XF4	Apo only
1.13.11.24	A2VA43	Streptomyces sp.	-	5FLH,5FLJ,5FLI	Substrate only
1.13.11.27	P32754	Homo sapiens	-	3ISQ	Substrate only
1.13.11.27	P93836	Arabidopsis thaliana	-	7X5Y,7X5W,7X5U,7WJJ,7VC8,7X5R,7X5Z,7X6N,7X8D,7CJK,7WJK,7X5S,7VO8,8HOW,6LGT,7X69,7V6X,1TFZ,6JX9,1SQD,7WJ8,7X6M,7XVH,6M6D,7EZQ,7E0X,1TG5,7CQR,7X8H,7X67,7CQS,7X62,7X8I,7X5X,7X64,6ISD,5YY6,5YWI,5YWG,6J63,5YWH,5XGK,5YWK,5YY7	Substrate only
1.13.11.31	P18054	Homo sapiens	-	3D3L	Substrate only
1.13.11.33	O15296	Homo sapiens	-	7LAF,4NRE	Substrate only
1.13.11.33	P12530	Oryctolagus cuniculus	2P0M,1LOX	-	Substrate only
1.13.11.33	Q9I4G8	Pseudomonas aeruginosa	-	5IR4,5IR5	Substrate only
1.13.11.34	P09917	Homo sapiens	-	3V99,6N2W,6NCF	Substrate only
1.13.11.37	Q5PXQ6	Pimelobacter simplex	1TMX	-	Substrate only
1.13.11.4	Q67FT0	Pseudaminobacter salicylatoxidans	-	3NW4,3NJZ,3NL1,3NKT,3NVC,4FAG,4FAH,4FBF,2PHD	Substrate only
1.13.11.40	O16025	Plexaura homomalla	-	3FG1,3FG3,1U5U,4QWT,3FG4,3DY5	Substrate only
1.13.11.47	O31266	Paenarthrobacter nitroguajacolicus	-	4CFS,2WJ6,2WJ3,2WJ4,2WM2	Substrate only
1.13.11.47	O33472	Pseudomonas putida	-	3IBT	Substrate only
1.13.11.49	B3U4H7	Nitrospira defluvii	-	3NN1,3NN2,4M05,4M09,4M07,4M06,4M08	Substrate+Cofactor
1.13.11.49	B8HNS6	Cyanothece sp. PCC 7425	-	5K91,5K90,7ASB,7OUY,7ATI,5K8Z,7OU7,7OWI,7OU5,5NKU,7OUA,7OU9	Substrate+Cofactor
1.13.11.49	Q3SPU6	Nitrobacter winogradskyi	-	3QPI	Cofactor only
1.13.11.5	Q88E47	Pseudomonas putida	-	3ZDS,4AQ2,4AQ6	Substrate only
1.13.11.52	P14902	Homo sapiens	7NGE	4U72,6E46,6E42,7E0T,5EK3,6KPS,6F0A,6KOF,7E0U,5WHR,6E41,2D0T,6E40,4U74,5WMU,7AH4,6E35,6PU7,7E0Q,7YXT,6CXU,5WN8,7P0R,7P0N,7ZV3,7Z2L,7M7D,6CXV,5WMV,7E0P,5EK4,6PZ1,5EK2,6O3I,5WMX,5ETW,7E0S,4PK5,6R63,7AH5,6UBP,7AH6,6KW7,5WMW,6DPR,5XE1,7E0O,2D0U,4PK6	Substrate+Cofactor
1.13.11.52	Q8PDA8	Xanthomonas campestris	-	2NW8,7P46,2NW9,3E08,3BK9	Substrate+Cofactor
1.13.11.54	Q99JT9	Mus musculus	-	5I8T,5I91,5I8S,5I8Y,1VR3,5I93	Substrate only
1.13.11.55	P29082	Acidianus ambivalens	6QJC,6QMV,6QKA,6QKM	6QO0,2CB2,2YAV,2YAX,6QNE,2YAW,7X9W	Substrate only
1.13.11.57	G2IKE5	Sphingobium sp. SYK-6	-	3WRB,3WR4,3WR9,3WRC,3WPM,3WR3,3WKU	Substrate only
1.13.11.66	F8TW83	Sphingomonas sp.	5M26,5M21,5M4O,5M22	-	Substrate only
1.13.11.66	Q9ZBB0	Sphingobium chlorophenolicum	-	4HUZ	Substrate only
1.13.11.67	A0A128A3G4	Candidatus Nitrosotalea devanaterra	-	6VCH,6VCF	Substrate only
1.13.11.72	Q5IW40	Streptomyces viridochromogenes	-	3G7D,3GBF	Substrate only
1.13.11.78	D0E8I5	uncultured bacterium HF130_AEPn_1	-	4MLM,4N6W,4MLN,4N71	Substrate only
1.13.11.80	Q8KLK7	Streptomyces toyocaensis	-	2NP9,5KAG,4YLH,5KAJ,5KAH,2PG8	Substrate only
1.13.11.81	P9WNC5	Mycobacterium tuberculosis	-	1NBU	Substrate only
1.13.11.93	Q88CC1	Pseudomonas putida	-	6W1H	Substrate only
1.13.12.16	Q9HWH9	Pseudomonas aeruginosa	-	4Q4K	Cofactor only
1.13.12.19	P32021	Pseudomonas syringae	5LSQ	5LUN,6CF3,6CBA,5VKB,5VKA,5V2T,5V2Z,5V2Y,5MOF,5V34,5V32,6VP4,5V2X,6VP5,5V2U,5V31,5V2V	Substrate only
1.13.12.2	W6JQJ6	Pseudomonas sp. AIU 813	-	5YB7,5YB6,5YB8	Substrate+Cofactor
1.13.12.22	O54259	Streptomyces nogalater	-	3KG0,3KNG	Substrate only
1.13.12.3	P06617	Pseudomonas savastanoi	-	4IV9	Substrate+Cofactor
1.13.12.7	P08659	Photinus pyralis	3RIX,3IES,3IER,4E5D	5GZ2,5KYT,1BA3,5DWV,4G37,5GYZ,5KYV,4G36,6Q2M,5WYS,6HPS	Substrate only
1.13.12.7	P13129	Luciola cruciata	-	2D1S,2D1T,2D1R,2D1Q	Substrate only
1.13.12.9	Q5W9R9	Pseudomonas sp.	-	3AYJ,3AYI,3AYL,2YR6	Substrate+Cofactor
1.13.99.1	Q9QXN5	Mus musculus	-	2HUO,3BXD	Substrate only
1.14.11.1	O75936	Homo sapiens	-	4C5W,3O2G,3MS5,4BHG,4BG1,4CWD,4BHF,4BHI,4BGK,4BGM,4C8R	Substrate only
1.14.11.16	Q12797	Homo sapiens	5JQY,6RK9	6YYX,7YB9,6Q9F,7BMI,7YBB,7BMJ,6YYV,6Z6Q,7YBC,6Q9I,7YBA,7E6J,7YB8,5APA,5JZ8,6YYU,6Z6R,5JZA,5JTC,6YYW,6YYY,5JZ6,5JZU,6QA5	Substrate only
1.14.11.29	Q9GZT9	Homo sapiens	6QGV,5LBE,6YVX,5LBC,5LBF,6YVZ,6YVW,6YW0,6ST3,6YVT	7Q5V,7Q5X,6YW1,6YW4,4BQY,6NMQ,2HBT,2G19,5LBB,5LB6,3OUI,4UWD,4BQW,4BQX,6ZBO,7UJV,7UMP,5L9R,5L9V,2HBU,5LAT,5L9B,5OX6,3HQR,2Y33,6ZBN,2Y34,4JZR,5LAS,6YW2,5V18,4KBZ,2G1M,5OX5,6YW3,3OUJ,3HQU,3OUH,5LA9,5A3U	Substrate only
1.14.11.30	Q9NWT6	Homo sapiens	4B7K,4B7E	7A1Q,7A1P,6H9J,6HC8,6HKP,7A1J,6HL6,6HL5,6HA6,7A1K,7A1S,7A1N,5JWP,4Z1V,3D8C,2W0X,2YC0,1H2K,7A1M,3OD4,1MZE,2XUM,7A1O,1H2L,2YDE,2Y0I,7A1L,5JWK,2ILM,5OPC,2CGO,5OP8,4JAA,1MZF,5JWL,4AI8,3P3N,2CGN,6RUJ,4BIO,5OP6,4Z2W,2WA4,2WA3,1H2M,3KCY,3P3P,3KCX,4NR1,1YCI,1IZ3,1H2N	Substrate only
1.14.11.33	P05050	Escherichia coli	-	4JHT,7NRO,4ZHN,4NIH,3I3Q,3O1T,4RFR,3I3M,3O1P,4NIG,3O1U,4NID,3O1S,3I49,4NII,3BKZ,3T4H,3BIE,3I2O,3T4V,6Y0Q,3O1M,3O1R,2FDI,3O1V,3BI3,3O1O,3T3Y,6YPV,2FDH,2FDF,3KHC,2FDG,2FDK,2FD8,3KHB	Substrate only
1.14.11.35	Q82IZ1	Streptomyces avermitilis	-	2RDQ,2RDN,2RDS,2RDR	Substrate only
1.14.11.39	Q9Z4Z5	Streptomyces coelicolor	-	2OG5,2OG7	Substrate only
1.14.11.41	Q6WZB0	Streptomyces vinaceus	6DAX,6DB2,6MP8,6MP9,6DAZ	2WBQ,2WBP,2WBO,6ALR,6ALM,6ALQ,6Y12,6ALO,6ALN,6Y0N,6ALP	Substrate only
1.14.11.44	Q8KSC8	Sphingobium herbicidovorans	-	6D3H,6D3M,6D0O,6D3J,6D3I	Substrate only
1.14.11.45	E2GIN1	Bacillus thuringiensis	-	6LNH	Substrate only
1.14.11.53	Q9C0B1	Homo sapiens	-	4IE5,5DAB,4ZS2,4QKN,6AKW,5F8P,7WCV,7CKK,4QHO,4ZS3,4IDZ,3LFM,4IE6,4IE4,4IE0,7E8Z,4IE7,4CXY,4CXX,6AEJ,6AK4,4CXW,5ZMD	Substrate only
1.14.11.55	Q1GNW5	Sphingopyxis alaskensis	-	4MHU,4Q5O	Substrate only
1.14.11.55	Q2TDY4	Virgibacillus salexigens	-	3EMR	Substrate only
1.14.11.56	Q989T9	Mesorhizobium loti	-	4P7X,4P7W	Substrate only
1.14.11.6	Q7RYZ9	Neurospora crassa	-	5C3Q,5C3P,5C3S,5C3O,5C3R	Substrate only
1.14.11.61	Q9LHN8	Arabidopsis thaliana	-	4XAE	Substrate only
1.14.11.66	B2RXH2	Homo sapiens	-	2W2I	Substrate only
1.14.11.66	O75164	Homo sapiens	4V2W,5LY2,5LY1	6G5X,2QQR,6G5W,5VAR,2OX0,6H8P,3PDQ,2P5B,5D6W,5A7Q,5ANQ,4V2V,2PXJ,2OQ6,2YBP,2Q8C,5FWE,5F32,2Q8E,5F3C,5VGI,5F2S,5TVR,5FYI,2GFA,2OT7,6H4R,6H4V,5A7O,3U4S,2OQ7,5F3E,6CG1,6H4P,5A7S,6H4U,5F37,4URA,5F3I,6H4O,4AI9,2VD7,3RVH,5FYC,5A7W,5A7P,2GP5,5A80,5D6Y,2Q8D,2OS2,6H4Q,2YBS,4GD4,6HGT,6H4X,6CG2,5FY8,5FYH,6H4T,6H4Y,5A7N,2YBK,5FPV,6H4S,5VMP,4BIS,5F3G,7EQV,5F2W,2WWJ,3NJY,5F5I,5F39,6H4W,2QQS	Substrate only
1.14.11.66	O94953	Homo sapiens	-	4LXL,7JM5	Substrate only
1.14.11.66	Q6B0I6	Homo sapiens	4D6Q,4D6S	6H10,5PLO,5PNU,5PNH,5PN0,5PMX,5PNR,5PLK,5PLM,5PLN,5PLV,5PHL,5PHJ,5PMZ,6ETV,5PIA,5PJH,5PKH,5PMW,5PKI,5PNN,5PL4,6H0Y,5PKJ,5PMT,5PIW,6H0W,5PNB,5PH3,5PJ5,5PNF,5PMS,5PH1,5PKY,5PIM,5PN7,5PHK,5PNM,6ETT,5PH4,5PNK,5PI8,5PL0,5PJU,5PL3,5PHX,6ETG,5PKQ,5PK0,5PLL,5PMY,5PIC,5PHN,5PHC,5PKC,5PJR,5PJZ,5PK7,5PL6,5PI3,5PLX,5PMA,5PNE,5PI6,5PJ3,5PKN,5PIS,5PL7,5PN5,5PKP,5PJ0,5PIY,5PLG,5PKR,5PLW,5PHW,6ETU,5PLF,6ETS,5PHB,5PJI,5PHY,5PKF,5PJY,5PL2,5PMV,6H0Z,5PK9,5PI1,5PN8,5PJV,5PH0,5PH5,5PJX,5PJO,6ETW,5PKL,5PK1,5PKV,5PJ6,5PKW,5PJ1,5PNC,5PIX,5PI4,5PHE,5PHD,5PLQ,5PNS,5PMF,5PIF,5PN4,5PLA,5PMJ,5PJE,5PKM,5PNG,5PLY,5PIZ,5PJQ,5PHF,5PK5,5PMM,5PJ7,5PLI,5PJP,5PME,5PH8,5PHM,5PHG,4D6R,5PNW,5PJ8,5PHO,5PNJ,5PJC,5PJG,5PKB,5F5A,5PN2,5PN1,5PK2,5PN6,5PI5,5PIP,5PIE,5PL1,5PK3,5PM7,6F5Q,5PJD,5PIV,5PJM,5PH7,5PM4,5PIG,5PMK,5PJ2,5PKE,5PK8,5PNL,5PII,5PIJ,5PNI,5PLE,5PI9,5PHA,5PIR,5PKX,5PH2,5PM3,5PLD,5PMQ,5PLP,5PLH,6ETE,5PKU,5PJF,5PLU,5PNQ,5PNP,5PHZ,5PMU,5PN9,5PIU,6F5S,5PJN,5PH9,5PLB,5PND,5PLJ,5PLC,5PKS,5PKZ,5PM9,5PKK,5PIQ,5PI0,5PIN,5PJ9,5PID,5PKT,5PMR,5PMG,6H11,5PI2,5PMH,5PJL,5PJ4,5PM2,5PLT,5PLR,5PMO,5PKG,5PM8,5PJT,5PM1,5PL8,5PKD,5PMP,5PNO,5PJW,5PL5,5PML,6F5T,5PMC,5PJB,5PN3,5PNV,5PHH,6F5R,5PI7,5PMD,5PMB,5PIB,5PJS,6H0X,5PIL,5PL9,5PHR,5PJJ,5PJK,5PLS,5PMI,5PKA,5PLZ,5PK4,5PIO,5PMN,5PHP,5PH6,5PM5,5PNA,5PM6,5PIT,5PHU,5PIH,4HON,5PIK,5PHT,5PHV,5F5C,5PJA,5FPB,5FPA,5PHI,5FP8,7DYQ,7DYG,5FP9,5FP7,5FP4,5PM0,3DXU,5PHQ,5PKO,5PK6,5PHS	Substrate only
1.14.11.66	Q9H3R0	Homo sapiens	-	5FJK,5KR7,4XDO,4XDP,5FJH,2XML	Substrate only
1.14.11.67	P29375	Homo sapiens	5CEH,5K4L	6BGY,5IVB,6DQ4,6BH2,5IVY,6DQ8,5IVJ,5IVC,6DQ6,6BGV,5IW0,6BGW,6BH5,5IVF,6BGU,6BGZ,6DQF,6DQE,5ISL,6BH3,6DQ9,6DQC,5IVE,6DQB,5IVV,6DQ7,6BGX,6DQA,6DQ5,3GL6,6BH1,6BH0,6DQD,6BH4,5E6H,5IWF,5C11,5V9P,5V9T	Substrate only
1.14.11.78	A0A3B6UEU3	Streptomyces coeruleorubidus	-	6XOJ,6XN6,6DCH,6XO3,7SCP,6XPA,6L6W,6L6X	Substrate only
1.14.12.22	Q84II6	Janthinobacterium sp. J3	-	7BUG,2DE6,3VMH,4NBG,2DE5,6LLM,6LLF,4NBC,1WW9,4NBD,3VMG,6LLH,4NBF,3VMI,2DE7,4NB8,4NBB,4NB9,4NBE,4NBA,4NBH,6LL1,7BUI,6LL0,6LL4,6LLK	Substrate only
1.14.13.113	A6T923	Klebsiella pneumoniae	-	3RP7,3RP6	Substrate+Cofactor
1.14.13.114	Q88FY2	Pseudomonas putida	-	5EOW	Substrate+Cofactor
1.14.13.128	H9N289	Pseudomonas putida	-	6ICN,6ICO,6ICQ,6ICK,6ICP,6ICM	Substrate only
1.14.13.160	H3JQW0	Pseudomonas putida	-	3UOY,3UOZ,3UP5,3UP4	Substrate+Cofactor
1.14.13.179	H9N290	Pseudomonas putida	-	6ICL	Substrate only
1.14.13.195	E9QYP0	Aspergillus fumigatus	-	4B63,6X0I,4NZH,6X0H,5CKU,7JVL,7JVK,6X0K,4B64,4B68,4B69,4B65,6X0J,4B67,4B66	Substrate+Cofactor
1.14.13.2	P20586	Pseudomonas aeruginosa	1IUX,1IUW,1IUT,1IUU,1IUS,1IUV	6JU1,1K0I,1YKJ,1K0L,1DOC,1DOB,1DOD,1PXC,1D7L,1PXB,1DOE,1PXA	Substrate+Cofactor
1.14.13.22	A0A1L1QK39	Thermocrispum municipale	-	5M0Z	Substrate+Cofactor
1.14.13.22	C0STX7	Rhodococcus sp. HI-31	-	4RG3,3UCL,4RG4	Substrate+Cofactor
1.14.13.225	Q7RTP6	Homo sapiens	-	5SZG	Substrate only
1.14.13.225	Q8TDZ2	Homo sapiens	-	6KU0,5LPN,5LE0	Substrate only
1.14.13.231	Q93L51	Bacteroides thetaiotaomicron	-	4A99,4A6N,2Y6Q,3V3N,4GUV,3P9U,3V3O,2XYO,2Y6R	Substrate+Cofactor
1.14.13.236	Q00456	Pseudomonas mendocina	-	3GE3,3DHI,5TDS,5TDU,3Q3M,3Q14,5TDT,3Q3N,3DHG,3I5J,3DHH,3Q3O,3RMK,3Q2A,5TDV,4P1B,3I63,3RI7,3GE8,4P1C	Substrate only
1.14.13.236	Q00459	Pseudomonas mendocina	-	3GE3,3DHI,5TDU,3Q3M,3Q14,5TDT,3Q3N,3I5J,3DHH,3Q3O,2BF3,3Q2A,5TDV,3I63,3RI7,3GE8	Substrate only
1.14.13.24	Q0SFK6	Rhodococcus jostii	-	4BJZ,4BJY,4BK1,4BK3,5HYM,4BK2	Substrate+Cofactor
1.14.13.242	Q988D3	Mesorhizobium loti	-	3ALJ,5HXI,4H2Q,4GF7,3ALM,4JY3,3ALL,4JY2,4H2P,3GMB,3GMC,4H2N,4H2R	Substrate only
1.14.13.39	P29476	Rattus norvegicus	6AUW,6AUS,6AUR,6AUV,6AUU,6AUT,5UNS,6AUX,6AUQ,5UNZ,5UO0,5UNV,5UNT	6NGM,7UAN,6PN5,4FVY,7S3Z,3N5W,5VUN,6PMW,1OM4,6NGJ,7TSD,6NGX,7TSF,4D7O,4CTV,3N66,1P6K,7TSC,7S40,4D3B,4UH1,3N65,6PMV,5FW0,6PN3,4CX5,3JT4,4GQE,3N5X,5VUO,4FVW,3NM0,7TSB,6NGR,5UNY,4CTX,5FVT,6NGV,6NGK,4CAM,6NGL,6PN8,5AGM,3RQJ,6PN9,5FVR,6PN6,7TSE,4K5G,4KCN,3NLM,2G6M,5G0O,7TS9,6NGW,4LUX,4KCO,3NLX,6PN2,6PN7,3PNG,4D2Z,3UFU,4K5E,6NH0,6PN4,3N2R,3TYL,4CTW,2G6N,1F20,4CX6,6NGS,1P6I,1ZZQ,4UPM,6NGN,5AD5,1ZZU,2G6I,5AGO,5AD8,4CAN,3HSN,4UPP,3NLZ,4JSJ,3TYO,6NGY,3RQL,3JWU,4KCL,5G0N,4JSG,5AGL,5VUP,3PNF,6NGT,5FVS,3N64,3RQM,3JT8,6PMY,5UNR,4UPO,5AGN,5AD7,4FW0,3JWS,3JX3,1RS6,6NGQ,3RQN,1RS7,5FVQ,5VUS,7S3X,3B3M,3N62,4UH4,4CAQ,3N61,5VUK,4D31,5VUJ,5VUU,4V3Y,4D30,3TYN,4JSE,5VUR,3NNZ,4CX3,3PNE,3UFS,6NGP,1P6H,3JWV,5ADA,4CX4,3B3N,4CAO,4C39,3N60,4D2Y,5AD4,4V3X,4FVZ,3NLY,4UH2,6NHE,5VUL,5VUT,6NGU,6NGZ,1LZX,1MMV,1MMW,1P6J,5AGK,1ZVI,1VAG,4FVX,3TYM,3UFW,4CDT,4CTQ,3JX1,3N63,3NLN,2HX3,2G6K,2G6H,5VUQ,5AD6,3JWT,3HSO,3NLP,3NLK,4UH3,5UNX,7TSA,4IMU,4UH0,5UNW,3SVP,4CTP,1M00,5UNU,1ZZR,3N5Y,3B3O,6PMX,4KCJ,4JSF,2G6L,1LZZ,5ADB,4V3Z,3UFQ,5VUI,4CAP,4V3V,4KCM,4UGZ,3UFT,3UFV,7S3Y,4UPN,3N67,4JSI,4K5D,3UFR,5FVP,3NLR,3NLV,3NNY,3NLW,6PMZ,3JX2,6NHD,3JT7,3JT5,3UFP,5VUM,4KCK,5ADC,5G0P,5ADD,3JT9,5ADE,5AGP,1QW6,4D32,5FVO,4V3W,4EUX,2HX4,1K2R,3JX5,3JT3,3NLQ,3Q99,4KCH,4IMS,4CTU,3UFO,3JTA,3SVQ,3N5Z,3N6F,6PN1,3NLJ,3JT6,4K5F,3JX0,3N6E,4IMT,4IMW,1K2U,1K2T,4CTR,3HSP,3RQK,3N6G,6PN0,3Q9A,3JX4,4KCI,5AD9,1OM5,3N5V,4CTT,1QWC,3NLO,2G6J,1TLL,3JX6,4JSH,3DQR,3B3P,3N6A,1ZVL,3N68,1K2S,3FC5,3N69,3N6D,3N6C,3N6B	Substrate+Cofactor
1.14.13.44	O06647	Pseudomonas nitroreducens	-	5BRT	Substrate+Cofactor
1.14.13.54	O50641	Rhodococcus rhodochrous	-	4AP3,4AOX,4AOS,4AP1	Cofactor only
1.14.13.59	Q5Z1T5	Nocardia farcinica	-	4D7E	Cofactor only
1.14.13.92	Q47PU3	Thermobifida fusca	-	4D04,4D03,4OVI,4C74,2YM1,4C77	Substrate+Cofactor
1.14.14.16	P00191	Bos taurus	-	3QZ1	Substrate+Cofactor
1.14.14.16	P08686	Homo sapiens	-	4Y8W	Substrate+Cofactor
1.14.14.175	S4UX02	Salvia miltiorrhiza	-	5YLW,7CB9,5YM3	Substrate only
1.14.14.19	A7U483	Danio rerio	4R21	4R20	Substrate+Cofactor
1.14.14.19	B3DH80	Danio rerio	4R1Z	-	Substrate+Cofactor
1.14.14.19	P05093	Homo sapiens	-	6WR1,6WW0,5IRQ,5UYS,3SWZ,4NKW,4NKY,3RUK,6CIZ,4NKV,6CIR,6CHI,6WR0,4NKX,4NKZ,5IRV	Substrate+Cofactor
1.14.14.20	Q9LAG2	Parageobacillus thermoglucosidasius	-	1RZ1,1RZ0	Substrate+Cofactor
1.14.14.23	P22680	Homo sapiens	-	3V8D,3DAX,3SN5	Substrate+Cofactor
1.14.14.24	Q6VVX0	Homo sapiens	-	3CZH,3DL9,3C6G	Substrate+Cofactor
1.14.14.25	Q9Y6A2	Homo sapiens	-	7N6F,3MDM,7N3L,2Q9F,7LRL,3MDR,7LS4,4FIA,7LS3,3MDT,3MDV,4ENH,4J14	Substrate+Cofactor
1.14.14.28	A4IU28	Geobacillus thermodenitrificans	-	3B9O	Cofactor only
1.14.14.33	Q9F9T3	EDTA-degrading bacterium BNC1	-	5DQP	Substrate only
