EC_number	UniProt_ID	Organism_name	Substrate_only	Cofactor_only	Substrate+Cofactor	Apo_structures
1.1.1.27	P00344	Geobacillus stearothermophilus	-	2LDB_A,2LDB_B	1LDN_A,1LDN_B,1LDN_C,1LDN_D,1LDN_E,1LDN_F,1LDN_G,1LDN_H,2LDB_C,2LDB_D	1LDB_A,1LDB_B,1LDB_C,1LDB_D
1.1.1.27	P50933	Deinococcus radiodurans	-	-	-	2V6B_A,2V6B_B,2V6B_C,2V6B_D
1.1.1.27	Q27743	Plasmodium falciparum	1U4O_A,1CET_A,1U5A_A,1U4S_A,1XIV_A	1T2C_A,2A94_A	1T2E_A,1T26_A,1T2D_A,4PLZ_A,1LDG_A,1U5C_A,1T24_A,1T25_A	1CEQ_A
1.1.1.27	Q5SJA1	Thermus thermophilus	3ZZN_A,3ZZN_D,2E37_B,2E37_D,2E37_F,2E37_H,2XXB_A,2XXB_B	-	2V7P_A,2V7P_B,2V7P_C,2V7P_D,2E37_A,2E37_C,2E37_E,2E37_G,2XXJ_B,2XXJ_D	4A73_A,4A73_B,4A73_C,4A73_D,3ZZN_B,3ZZN_C,2XXJ_A,2XXJ_C,2V6M_A,2V6M_B,2V6M_C,2V6M_D
1.1.1.270	Q04828	Homo sapiens	-	-	6IJX_A,3NTY_A,6A7A_A,1MRQ_A,3GUG_A,3C3U_A,4YVP_A,4YVP_B	-
1.1.1.28	A0A0M3KL04	Sporolactobacillus inulinus	-	4XKJ_A,4XKJ_B	-	-
1.1.1.28	P26297	Lactobacillus delbrueckii subsp. bulgaricus	-	1J49_A,1J49_B	-	1J4A_A,1J4A_B,1J4A_C,1J4A_D
1.1.1.28	P30901	Lactobacillus helveticus	-	-	2DLD_A,2DLD_B	-
1.1.1.28	Q8RG11	Fusobacterium nucleatum subsp. nucleatum	-	-	5Z21_A,5Z21_B,5Z21_C,5Z21_D	6ABI_A,6ABI_B
1.1.1.28	Q9I530	Pseudomonas aeruginosa	-	-	5Z20_A,5Z20_B,5Z20_C,5Z20_D,5Z20_E,5Z20_F	6ABJ_A,6ABJ_B
1.1.1.282	P0A6D5	Escherichia coli	-	-	1NPD_A,1NPD_B,1VI2_A,1VI2_B,1O9B_A,1O9B_B	-
1.1.1.282	Q88JP1	Pseudomonas putida	-	4K28_A,4K28_B	-	-
1.1.1.286	Q5JFV8	Thermococcus kodakarensis	5HN5_A,5HN4_A,5HN3_A,5HN6_A	-	-	-
1.1.1.286	Q72IW9	Thermus thermophilus	3AH3_A,3AH3_B,3AH3_C,3AH3_D	-	4YB4_A,4YB4_B,4YB4_C,4YB4_D	1X0L_A,1X0L_B
1.1.1.292	Q2I8V6	Ensifer adhaerens	-	2GLX_A,2GLX_B,2GLX_C,2GLX_D,2GLX_E,2GLX_F	-	-
1.1.1.3	O58802	Pyrococcus horikoshii	-	4XB1_A,4XB1_B	4XB2_A,4XB2_B	-
1.1.1.3	Q5SL04	Thermus thermophilus	2EJW_A,2EJW_E,2EJW_F,5XDF_A,5XDF_B,6A0R_B,6A0R_A	-	6A0U_B,6A0U_A,6A0S_B,6A0S_A,6A0T_B,6A0T_A	2EJW_B
1.1.1.30	D0VWQ0	Alcaligenes faecalis	-	3VDQ_A,3VDQ_B,3VDQ_C,3VDQ_D	5B4V_A,3VDR_A,3VDR_B,3VDR_C,3VDR_D,3W8E_A,3W8F_A,3W8D_A,5B4T_A,5B4U_A	2YZ7_A,2YZ7_B,2YZ7_C,2YZ7_D,2YZ7_E,2YZ7_F,2YZ7_G,2YZ7_H
1.1.1.30	Q5KST5	Pseudomonas fragi	-	2ZTV_A,2ZTV_B,2ZTV_C,2ZTV_D,2ZTM_C,2ZTM_D,1X1T_A,2ZTU_A,2ZTU_C,2ZTU_D	2ZTM_A,2ZTL_A,2ZTL_B,2ZTL_C,2ZTL_D	2ZTM_B,1WMB_A,1WMB_B,2ZTU_B
1.1.1.30	Q9AE70	Pseudomonas putida	-	2Q2V_B,2Q2V_C,2Q2V_D,2Q2Q_C,2Q2Q_D,2Q2Q_E,2Q2Q_F,2Q2Q_G,2Q2Q_H	-	2Q2V_A,2Q2Q_A,2Q2Q_B,2Q2W_A,2Q2W_B,2Q2W_C,2Q2W_D
1.1.1.307	O74237	Yamadazyma tenuis	-	1SM9_A,1SM9_B,1SM9_C,1SM9_D,1YE4_A,1YE4_B,1YE4_C,1YE4_D,1YE6_A,1YE6_B,1YE6_C,1YE6_D,1MI3_A,1MI3_B,1MI3_C,1MI3_D,1K8C_A,1K8C_B,1K8C_C,1K8C_D,1Z9A_A,1Z9A_B,1Z9A_C,1Z9A_D,1R38_A,1R38_B,1R38_C,1R38_D	-	1JEZ_A,1JEZ_B
1.1.1.307	P31867	Scheffersomyces stipitis	-	5Z6T_A,5Z6T_B	-	5Z6U_A,5Z6U_B
1.1.1.31	P9WNY5	Mycobacterium tuberculosis	5Y8M_A,5Y8K_A,5Y8K_B,5Y8I_A,5Y8I_B,5Y8J_A,5Y8J_B,5Y8P_A,5Y8P_B,5Y8O_A,5Y8G_A,5Y8G_B	-	5Y8L_A,5Y8L_B,5Y8M_B,5Y8N_A,5Y8N_B,5Y8H_A,5Y8H_B,5Y8O_B	-
1.1.1.313	D3U1D9	Klebsiella oxytoca	6IXJ_A,6IXJ_B,6IXJ_C,6IXJ_D,6IXJ_E,6IXJ_F,6IXJ_G,6IXJ_H,6IXJ_I,6IXJ_J,6IXJ_K,6IXJ_L	-	-	-
1.1.1.317	Q3L181	Rauvolfia serpentina	3UYI_A,3V0S_A,3V0T_A	-	-	3V0U_A
1.1.1.320	A0A0H4SN47	Ogataea glucozyma	-	-	6YC8_A	-
1.1.1.335	Q7NQL0	Chromobacterium violaceum	-	-	3Q2I_A	-
1.1.1.337	P14295	Weissella confusa	-	1HYH_A,1HYH_B,1HYH_C,1HYH_D	-	-
1.1.1.343	A9H324	Gluconacetobacter diazotrophicus	6VPB_A,6VPB_B	-	-	-
1.1.1.343	G5EBD7	Gluconobacter oxydans	-	-	-	6XEQ_A,6XEQ_B,6XEQ_C,6XEQ_D
1.1.1.345	Q1GAA2	Lactobacillus delbrueckii subsp. bulgaricus	-	2YQ5_A,2YQ5_B,2YQ5_C,2YQ5_D	-	2YQ4_A,2YQ4_B,2YQ4_C,2YQ4_D
1.1.1.35	P34439	Caenorhabditis elegans	-	-	-	4J0F_A,4J0F_B,4J0E_A,4J0E_B
1.1.1.35	P9WNP7	Mycobacterium tuberculosis	-	-	-	6HRD_A,6HRD_B,6HRD_C,6HRD_D,6HRD_E,6HRD_F
1.1.1.35	Q0KEY8	Cupriavidus necator	4PZE_A,4PZE_B,4PZE_C,4PZE_D,4PZE_E,4PZE_F,4PZE_G,4PZE_H,4PZE_I	4PZD_A,4PZD_B,4PZD_C,4PZD_D,4PZD_E,4PZD_F,4PZD_G,4PZD_H,4PZD_I	-	4PZC_A,4PZC_B,4PZC_C
1.1.1.35	Q99714	Homo sapiens	-	2O23_A,2O23_B,7ONU_A,7ONU_B,7ONU_C,7ONU_D,1U7T_A,1U7T_B,1U7T_C,1U7T_D	-	1SO8_A,7ONU_E,7ONU_F,7ONU_T
1.1.1.350	P77555	Escherichia coli	1XRH_A,1XRH_B,1XRH_C,1XRH_D,1XRH_E,1XRH_F,1XRH_G,1XRH_H	4H8A_A,4H8A_B	-	-
1.1.1.357	P17516	Homo sapiens	-	2FVL_A,2FVL_B,2FVL_C	-	-
1.1.1.357	P80702	Comamonas testosteroni	-	1FK8_A,1FK8_B	-	1FJH_A,1FJH_B
1.1.1.359	O93715	Saccharolobus solfataricus	-	2CDA_A,2CDA_B	2CDC_A,2CDC_B,2CDC_C,2CDC_D,2CDB_A,2CDB_B,2CDB_C,2CDB_D	2CD9_A,2CD9_B
1.1.1.363	P11411	Leuconostoc mesenteroides	1E77_A	2DPG_A,1H94_A,1H9A_A	1E7Y_A	1DPG_A,1DPG_B,1E7M_A,1H9B_A,1H93_A
1.1.1.368	O87871	Thauera aromatica	7QUL_A	7QUY_A,7QUY_B,7QUY_C	-	-
1.1.1.369	Q9WYP5	Thermotoga maritima	3EZY_A,3EZY_B,3EZY_D	-	-	3EZY_C
1.1.1.37	A0A088E2H7	Metallosphaera sedula	-	-	6IHD_A,6IHD_B,6IHE_A,6IHE_B	-
1.1.1.37	A0A0U3FQH7	Ignicoccus islandicus	6QSS_A,6QSS_D	-	-	6QSS_B,6QSS_C
1.1.1.37	P61889	Escherichia coli	6KA0_A,6KA0_B,6KA0_C,6KA0_D,2CMD_A	1IB6_A,1IB6_C,1IB6_D,5KKA_A,5KKA_B,1IE3_A,1IE3_B,1IE3_D	1IE3_C,1EMD_A	1IB6_B,6KA1_A,6KA1_B,6KA1_C,6KA1_D,7CGC_A,7CGC_B,7CGC_C,7CGC_D,3HHP_A,3HHP_B,3HHP_C,3HHP_D,5Z3W_A,5Z3W_B,5Z3W_C,5Z3W_D,7CGD_A,7CGD_B,7CGD_C,7CGD_D,2PWZ_A,2PWZ_C,2PWZ_E,2PWZ_G
1.1.1.37	P93819	Arabidopsis thaliana	-	-	5NUE_A,5NUE_B,5NUE_C,5NUF_A,5NUF_B,5NUF_C	-
1.1.1.37	P9WK13	Mycobacterium tuberculosis	-	5KVV_B	5KVV_A	4TVO_A,4TVO_B
1.1.1.37	Q07841	Haloarcula marismortui	-	1O6Z_A,1O6Z_B,1O6Z_C,1O6Z_D,2X0R_A,2X0R_B,1HLP_A,1HLP_B	-	2J5K_A,2J5K_B,2J5K_C,2J5K_D,4JCO_A,4JCO_B,4JCO_C,4JCO_D,7Q3X_A,7Q3X_B,7Q3X_C,7Q3X_D,2HLP_A,2HLP_B,2J5R_A,2J5R_B,2J5R_C,2J5R_D,2J5Q_A,2J5Q_B,2J5Q_C,2J5Q_D,1D3A_A,1D3A_B
1.1.1.37	Q6VVP7	Plasmodium falciparum	6R8G_A,6R8G_D	6Y91_A,6Y91_B,6Y91_C,6Y91_D	6R8G_C	6R8G_B
1.1.1.37	Q84FY8	Methylorubrum extorquens	-	5UJK_A	-	5ULV_A
1.1.1.370	K7ZP76	Paracoccus laeviglucosivorans	-	5YA8_C,6KTL_A,6KTL_B,6KTL_C,5YAP_D,5YAQ_A	5YA8_A,5YA8_B,5YA8_D,6KTL_D,5YAP_A,5YAP_B,5YAP_C,6KTK_A,6KTK_B,6KTK_C,6KTK_D,5YAQ_B,5YAQ_C,5YAQ_D	5YAB_A,5YAB_B,5YAB_C,5YAB_D,6KTJ_A,6KTJ_B,6KTJ_C,6KTJ_D
1.1.1.373	P0A9V8	Escherichia coli	6SMY_B,6SM7_A,6SM7_B,6SM7_D,6SM7_C	6SMZ_A,6SMZ_C,6SMZ_B,6SMZ_D	6SMY_C	6SMY_A,6SMY_D
1.1.1.376	Q53TZ2	Azospirillum brasilense	-	7CGQ_B,7CGQ_C,7CGQ_D,7CGR_A,7CGR_B,7CGR_C,7CGR_D,6JNK_A,6JNK_B,6JNK_C,6JNK_D	7CGQ_A	6JNJ_A,6JNJ_B
1.1.1.38	P23368	Homo sapiens	1GZ3_A,1GZ3_B,1GZ3_C,1GZ3_D,1PJ4_A,1PJ4_B,1PJ4_C,1PJ4_D,1GZ4_A,1GZ4_B,1GZ4_C,1GZ4_D	7BSK_A,7BSK_B,7XDE_A,7XDE_B,7XDE_C,7XDE_D,7BSL_A,7BSL_B	1PJ2_A,1PJ2_B,1PJ2_C,1PJ2_D,1EFK_A,1EFK_B,1EFK_C,1EFK_D,7XDG_A,7XDG_B,7XDG_C,7XDG_D,1PJL_A,1PJL_B,1PJL_C,1PJL_D,1PJL_E,1PJL_F,1PJL_G,1PJL_H,1DO8_A,1DO8_B,1DO8_C,1DO8_D,1QR6_A,1QR6_B,7BSJ_A,7BSJ_B,7XDF_A,7XDF_B,7XDF_C,7XDF_D,1PJ3_A,1PJ3_B,1PJ3_C,1PJ3_D,1EFL_A,1EFL_B,1EFL_C,1EFL_D	-
1.1.1.38	P26616	Escherichia coli	-	-	-	6AGS_A
1.1.1.381	Q05016	Saccharomyces cerevisiae	-	3RKU_A,3RKU_B,3RKU_C,3RKU_D	-	-
1.1.1.383	D0WGK0	Slackia exigua	-	-	4KQX_A,4KQX_B,4KQW_A,4KQW_B	-
1.1.1.383	P05793	Escherichia coli	-	-	3ULK_A,3ULK_B	1YRL_A,1YRL_B,1YRL_C,1YRL_D
1.1.1.387	Q9I5I6	Pseudomonas aeruginosa	3OBB_A	-	3Q3C_A	-
1.1.1.395	P19337	[Clostridium] scindens	4IS2_A	-	4IS3_A,4IS3_B,4IS3_C,4IS3_D	-
1.1.1.40	P16243	Zea mays	-	-	-	5OU5_A,5OU5_B,5OU5_C,5OU5_D
1.1.1.40	P48163	Homo sapiens	-	7X12_A,7X12_B,7X12_C,7X12_D	7X11_A,7X11_B,7X11_C,7X11_D	2AW5_A,2AW5_B,2AW5_C,3WJA_A,3WJA_B
1.1.1.408	P58718	Salmonella enterica subsp. enterica serovar Typhimurium	2HI1_A,2HI1_B	-	-	-
1.1.1.41	Q8GAX0	Acidithiobacillus thiooxidans	-	-	2D4V_A,2D4V_B,2D4V_C,2D4V_D	-
1.1.1.42	O29610	Archaeoglobus fulgidus	-	-	-	2IV0_A,2IV0_B
1.1.1.42	O75874	Homo sapiens	6Q6F_A,6Q6F_B,6PAY_B,6PAY_C,6PAY_D,6BL2_A,6BL2_B,6BL2_C,6BKX_C,6BKX_B,6BKX_A,6BL1_B,6BL1_C,6BL1_A,6ADG_C,5YFN_A,5GIR_H,5GIR_A,6BKY_D,6BKY_F,6BKY_A,6BKY_E,6BL0_A	4UMY_A,4UMY_B,4XRX_B,1T09_A,1T09_B,5K11_A,5K11_B,5YFM_A,5YFM_B,5YFM_C,6VG0_A,4I3L_B,5K10_A,5K10_B,6ADG_B,4UMX_B,4I3K_B,3MAR_A,3MAR_B,6BL0_B	4KZO_A,4KZO_B,4KZO_C,5SVF_A,5SVF_C,5SVF_B,5SVF_D,5DE1_A,5DE1_B,6VEI_A,6VEI_B,6PAY_A,5TQH_A,5TQH_B,5TQH_C,5TQH_D,4XRX_A,3INM_A,3INM_B,3INM_C,1T0L_A,1T0L_B,1T0L_C,1T0L_D,6B0Z_A,6B0Z_C,6B0Z_B,6B0Z_D,6IO0_A,6IO0_B,6O2Y_A,6O2Y_B,6O2Y_C,4L03_A,4L03_B,4L03_C,6VG0_B,6VG0_C,3MAP_A,3MAP_B,4I3L_A,4L04_A,4L04_B,4L04_C,4L04_D,4L04_E,4L04_F,7PJM_A,7PJM_B,7PJM_C,4XS3_A,4XS3_B,6ADG_A,4L06_A,4L06_B,4L06_C,4L06_D,4L06_E,4L06_F,6O2Z_A,6O2Z_B,5L57_A,6U4J_A,6U4J_B,8BAY_A,8BAY_B,8BAY_C,4UMX_A,3MAS_A,3MAS_B,5L58_A,5LGE_A,5LGE_B,5LGE_C,5LGE_D,6BKZ_A,6BKZ_B,4I3K_A,6BL0_C,7PJN_A,7PJN_B,7PJN_C,7PJN_D,5SUN_A,5SUN_B	5YFN_B,5GIR_L,5GIR_B,5GIR_C,5GIR_D,6BKY_C,6BKY_B
1.1.1.42	P08200	Escherichia coli	4AJS_A,5ICD_A,1IKA_A,1IDC_A,1PB1_A,1P8F_A,4BNP_A,1CW7_A,4AJC_A,1GRP_A,1CW1_A,4ICD_A,1GRO_A,1CW4_A,3LCB_A,3LCB_B,8ICD_A,4P69_A,4P69_B	1ISO_A,9ICD_A	1AI2_A,1HJ6_A,1IDE_A,1AI3_A,4AJB_A,4AJA_A,1BL5_A,4AJR_A,4AJ3_A	3ICD_A,1IDD_A,6ICD_A,1PB3_A,1IDF_A,3LCB_C,3LCB_D,7ICD_A,4P69_C,4P69_D,1SJS_A
1.1.1.42	P33198	Sus scrofa	1LWD_A,1LWD_B	-	-	-
1.1.1.42	P48735	Homo sapiens	6UJ8_A,6UJ8_B,6UJ8_D,6UJ8_E,6UJ9_A,6UJ9_B,6UJ9_L,5GIS_H	4JA8_B,5I96_A,6VFZ_B,5SVO_B,6ADI_B	4JA8_A,5I95_A,5I96_B,6VFZ_A,5SVN_A,5SVN_B,5SVO_A,6ADI_A	6UJ8_C,6UJ8_F,6UJ7_A,6UJ7_B,6UJ7_C,6UJ7_D,6UJ7_E,6UJ7_F,6UJ9_C,6UJ9_H,5GIS_L,5GIS_C
1.1.1.42	P54071	Mus musculus	5H3E_A,5H3E_B,5H3F_A,5H3F_B	-	-	-
1.1.1.42	P9WKL1	Mycobacterium tuberculosis	-	4HCX_A,4HCX_B	-	-
1.1.1.42	Q6AQ66	Desulfotalea psychrophila	2UXQ_A,2UXQ_B,2UXQ_C,2UXR_A,2UXR_B	-	4AOV_A	2UXQ_D
1.1.1.42	V5VCI0	Acinetobacter baumannii	-	-	-	5Z16_A,5Z16_B
1.1.1.422	A0A545BBS8	Arthrobacter sp.	6QHE_A,6QHE_B,6QHE_C,6QHE_D,6QHE_F	-	-	6QHE_E
1.1.1.427	Q97YM2	Saccharolobus solfataricus	-	-	-	2H6E_A
1.1.1.433	A0A0A7I0A5	Bifidobacterium catenulatum subsp. kashiwanohense	6JKP_A,6JKP_B,6JKP_C,6JKP_D	-	-	6JKO_A,6JKO_B,6JKO_C,6JKO_D
1.1.1.44	P00349	Ovis aries	1PGQ_A,1PGP_A	1PGO_A	1PGN_A	2PGD_A
1.1.1.44	P31072	Trypanosoma brucei	-	-	-	1PGJ_A,1PGJ_B
1.1.1.44	P52209	Homo sapiens	4GWK_A,5UQ9_F	2JKV_A,2JKV_B,2JKV_C,2JKV_D,2JKV_E	-	5UQ9_A,5UQ9_B,5UQ9_C,5UQ9_D,5UQ9_E,5UQ9_G,5UQ9_H,2JKV_F,4GWG_A
1.1.1.44	Q8IKT2	Plasmodium falciparum	6FQZ_A,6FQZ_B,6FQX_A,6FQX_B,6FQX_C,6FQX_D,6FQX_E,6FQX_F,6FQX_H	6FQY_B	6FQY_A	6FQX_G
1.1.1.47	P40288	Priestia megaterium	-	1GEE_A,1GEE_B,1GEE_E,1GEE_F,1RWB_A,1RWB_B,1RWB_E,1RWB_F,1GCO_A,1GCO_B,1GCO_E,1GCO_F,1G6K_A,1G6K_B,1G6K_E,1G6K_F	-	-
1.1.1.49	P11413	Homo sapiens	5UKW_A,2BHL_A,2BHL_B	6VA8_A,6E07_L,6E07_C,6E07_F,6E07_N,6E07_Q,6E07_T,6E07_W,6E07_B,2BH9_A,6VAQ_A,6VA0_A,6VA9_A,7UC2_A,7UC2_B,7UC2_C,7UC2_D,6VA7_A,6JYU_A,7SEI_A,7SEH_A,7SEH_B,7SNH_A,7SNH_B,7SNH_C,7SNH_D,6E08_L	1QKI_A,1QKI_B,1QKI_C,1QKI_D,1QKI_E,1QKI_F,1QKI_G,1QKI_H,7SNI_A,7SNI_B,7SNI_C,7SNI_D,7UAL_A,7UAL_B,7UAL_C,7UAL_D	7SNF_A,7SNF_B,7TOE_A,7TOE_B,7TOE_C,7TOE_D,7UAG_A,7UAG_B,7SNG_A,7SNG_B,7SNG_C,7SNG_D,7TOF_A,7TOF_B
1.1.1.49	Q1WBU6	Trypanosoma cruzi	6D24_A,6D24_B,6D24_C,6D24_D	-	-	6D23_A,6D23_B,6D23_C,6D23_D
1.1.1.50	Q59718	Pseudomonas sp. B-0831	-	2DKN_A	-	2DKN_B
1.1.1.53	P9WGT1	Mycobacterium tuberculosis	-	1NFF_A,1NFF_B	1NFQ_A,1NFQ_B,1NFQ_C,1NFQ_D,1NFR_A,1NFR_B,1NFR_C,1NFR_D	-
1.1.1.54	Q9SLN8	Nicotiana tabacum	-	4HFN_B,4HFM_A,4HFM_B	4HFN_A	4HFJ_A,4HFJ_B
1.1.1.6	A0A150JSL8	Weizmannia coagulans	-	-	-	6CSJ_A,6CSJ_B,6CSJ_C,6CSJ_D,6CSJ_E,6CSJ_F,6CSJ_G,6CSJ_H
1.1.1.6	P32816	Geobacillus stearothermophilus	-	1JQ5_A	-	1JQA_A,1JPU_A
1.1.1.62	O93874	Curvularia lunata	3IS3_A,4FIZ_A	3QWF_A,3QWF_B,3QWF_C,3QWF_D,3QWF_E,3QWF_F,3QWF_G,3QWF_H,3QWH_C	4FJ2_A,4FJ2_B,4FJ2_C,4FJ2_D,3QWI_A,3QWI_B,3QWI_C,3QWI_D,4FJ0_A,4FJ0_B,4FJ0_C,4FJ0_D,4FJ1_A,4FJ1_B,4FJ1_C,4FJ1_D,3QWH_A,3QWH_B,3QWH_D	3ITD_A
1.1.1.62	Q9BPX1	Homo sapiens	-	6HNO_A	5O6X_A,6ZT2_A,5L7W_A,6FFB_A,6EMM_A,6GTU_A,5L7T_A,5HS6_A,5EN4_A,5L7Y_A,6ZDI_A,6H0M_A,5JSF_A,5O7C_A,5O6Z_A,5JS6_A,6QCK_A,5O43_A,6GBT_A,6ZRA_A,5O42_A,6GTB_A,5O72_A,6ZDE_A,5O6O_A,6ZR6_A,6G4L_A,5ICM_A	1YDE_A,1YDE_B,1YDE_C,1YDE_D,1YDE_E,1YDE_F,1YDE_G,1YDE_H,1YDE_I,1YDE_J,1YDE_K,1YDE_L,1YDE_M,1YDE_N,1YDE_O,1YDE_P,5ICS_A,5ICS_C,5ICS_D,5ICS_F
1.1.1.67	O08355	Pseudomonas fluorescens	-	-	1LJ8_A,1M2W_A,1M2W_B	-
1.1.1.67	Q4WQY4	Aspergillus fumigatus	-	7RK5_B,7RK5_A	-	7RK4_A,7RK4_B
1.1.1.76	Q48436	Klebsiella pneumoniae	-	3WYE_A,3WYE_B	1GEG_A,1GEG_B,1GEG_C,1GEG_D,1GEG_E,1GEG_F,1GEG_G,1GEG_H	-
1.1.1.79	Q9LSV0	Arabidopsis thaliana	-	-	-	3DOJ_A
1.1.1.8	P21695	Homo sapiens	1X0V_A,1X0V_B,6PYP_B,6E8Y_A	1X0X_A,6E90_C	1WPQ_A,1WPQ_B,6PYP_A,6E90_A,6E90_B,6E8Z_A,6E8Z_B	6E90_D,6E8Y_B
1.1.1.81	F8AEA4	Pyrococcus yayanosii	-	-	6BII_A,6BII_B	-
1.1.1.81	Q8U3Y2	Pyrococcus furiosus	-	-	5AOV_A	-
1.1.1.82	Q9YEA1	Aeropyrum pernix	-	-	-	2D4A_B,2D4A_A,2D4A_D,2D4A_C
1.1.1.85	D2YZL2	Shewanella benthica	3VML_A,3VMK_A,3VMK_B	-	-	-
1.1.1.85	P50455	Sulfurisphaera tokodaii	-	-	-	1WPW_A,1WPW_B
1.1.1.85	P93832	Arabidopsis thaliana	5J32_A,5J32_C	5J33_A,5J33_C,5J33_D,5J33_E,5J33_G,5J33_H	-	5J34_A,5J34_B,5J34_C,5J34_D,5J32_B,5J32_D,3R8W_A,3R8W_B,3R8W_C,3R8W_D,5J33_B,5J33_F
1.1.1.85	Q4JB37	Sulfolobus acidocaldarius	4Y1P_A,4Y1P_B	-	-	-
1.1.1.85	Q5SIY4	Thermus thermophilus	2Y3Z_A,2Y41_A,2Y41_B	1HEX_A	2Y42_A,2Y42_B,2Y42_C,2Y42_D,4WUO_A,4WUO_B,2ZTW_A,4F7I_A,4F7I_B,4F7I_C,4F7I_D	1IDM_A,1OSJ_A,1OSJ_B,1XAD_A,1G2U_A,1XAB_A,1DR0_A,1DR0_B,1IPD_A,2Y40_A,2Y40_B,1GC8_A,1GC8_B,1GC9_A,1DR8_A,1DR8_B,1OSI_A,1OSI_B,1OSI_C,1OSI_D,1XAA_A,1DPZ_A,1DPZ_B,1XAC_A
1.1.1.85	Q8E9N3	Shewanella oneidensis	3WZX_A,3WZV_A,3VL4_A,3VMJ_A,3VL3_A,3VL7_A,3VML_A,3WZW_A,3WZY_A,3VL6_A,3VKZ_A,3VL2_A	-	-	-
1.1.1.86	C8WR67	Alicyclobacillus acidocaldarius subsp. acidocaldarius	-	-	4TSK_A	-
1.1.1.86	P9WKJ7	Mycobacterium tuberculosis	-	-	-	4YPO_A,4YPO_B
1.1.1.86	Q04M32	Streptococcus pneumoniae	-	6L2I_B,6L2Z_A,6L2Z_B	-	6L2I_A,6L2K_A,6L2K_B,6L2R_A,6L2R_B,6L2S_A,6L2S_B
1.1.1.86	Q2FWK4	Staphylococcus aureus	7KH7_B,7KE2_A	7KH7_A,6C55_B	6BUL_A,6BUL_B,6C55_A,5W3K_A,5W3K_B,6AQJ_A,6AQJ_B,6C5N_A,6C5N_B,6VO2_A,6VO2_B	7KE2_B
1.1.1.86	Q4J8K9	Sulfolobus acidocaldarius	5YEQ_A,5YEQ_B	-	-	-
1.1.1.86	Q57179	Corynebacterium glutamicum	6JX2_B	6JX2_C,6JX2_D	6JX2_A	-
1.1.1.9	Q8GR61	Gluconobacter oxydans	-	1ZEM_A,1ZEM_B,1ZEM_C,1ZEM_D,1ZEM_E,1ZEM_F,1ZEM_G,1ZEM_H	-	-
1.1.1.91	C0IR58	Ralstonia sp.	4BMN_A,4BMN_B,4BMN_C,4BMN_D	4BMS_A,4BMS_B,4BMS_C,4BMS_E,4BMS_F,4BMS_K,4I5E_A,4I5E_B,4I5E_C,4I5E_D,4I5E_E,4I5E_F,4I5E_G,4I5E_H,6IHH_B,6IHI_B	6IHH_A,6IHI_A,6IHI_C	4I5D_H,4I5D_A,4I5D_B,4I5D_C,4I5D_D,4I5D_E,4I5D_F,4I5D_G,6IHI_D,4I5G_A,4I5G_B,4I5G_C,4I5G_D,4I5G_E,4I5G_F,4I5G_G,4I5G_H,4I5F_A,4I5F_B,4I5F_C,4I5F_D,4I5F_E,4I5F_F,4I5F_G,4I5F_H
1.1.1.95	O43175	Homo sapiens	7VA1_B,7VA1_A,7VA1_C,7VA1_D,7EWH_A,7EWH_B,5N53_B,5N53_A,5OFV_B,5OFV_A,6RJ3_A,6RJ3_B,6RJ5_A,6RJ5_B,6PLG_A,6PLG_B,6PLG_C,6PLG_D,6PLG_E,6PLG_F,6PLG_G,6PLG_H,5OFM_B,5OFM_A,6PLF_A,6PLF_B,5NZP_B,5NZP_A,6RIH_A,6RIH_B,6RJ2_A,6RJ2_B,5NZQ_B,5NZQ_A,5NZO_B,5NZO_A,6RJ6_A,6RJ6_B,5OFW_B,5OFW_A	5N6C_B,7CVP_A,7CVP_B	5N6C_A,7DKM_A,7DKM_B,2G76_A,2G76_B,6CWA_A,6CWA_B	-
1.1.1.95	P0A9T0	Escherichia coli	-	2P9G_B,2P9C_B	1SC6_A,1SC6_B,1SC6_C,1SC6_D,2P9G_A,2P9C_A,1PSD_A,1PSD_B,2PA3_A,1YBA_A,1YBA_B,1YBA_C,1YBA_D,2P9E_A,2P9E_B,2P9E_C,2P9E_D	-
1.1.1.95	P9WNX3	Mycobacterium tuberculosis	3DDN_A,3DDN_B,3DC2_A,3DC2_B,1YGY_A,1YGY_B	-	-	-
1.1.1.95	Q76KF5	Entamoeba histolytica	4NJM_A,4NJM_B,4NFY_A,4NFY_B,4NJO_B	-	4NJO_A	-
1.1.2.3	P00175	Saccharomyces cerevisiae	-	3KS0_A,3KS0_B,1SZG_A,1SZG_B,2OZ0_A,1FCB_A,1QCW_A,1QCW_B,1KBI_A	1KBJ_A,1KBJ_B,2OZ0_B,1FCB_B,1LTD_A,1LTD_B,1LDC_A,1LDC_B,1SZE_A,1SZE_B,1SZF_A,1SZF_B,1KBI_B,1LCO_A,1LCO_B	3KS0_L,3KS0_H,3KS0_J,3KS0_K
1.1.2.7	A3FJ49	Methylophaga aminisulfidivorans	5SV6_A	-	-	-
1.1.3.10	Q6QWR1	Phanerodontia chrysosporium	-	4MIF_A,4MIF_B,4MIF_C,4MIF_D	4MIG_A,4MIG_B,4MIG_C,4MIG_D,4MIH_A,4MIH_B,4MIH_C,4MIH_D,4MIH_E,4MIH_F,4MIH_G,4MIH_H	-
