EC_number	UniProt_ID	PDB_IDs	Organism_name
1.1.1.95	O43175	7VA1,7EWH,5N6C,5N53,7DKM,5OFV,6RJ3,6RJ5,7CVP,6PLG,5OFM,6PLF,5NZP,6RIH,6RJ2,5NZQ,2G76,6CWA,5NZO,6RJ6,5OFW	Homo sapiens
1.1.1.95	P0A9T0	1SC6,2P9G,2P9C,1PSD,2PA3,1YBA,2P9E	Escherichia coli
1.1.1.95	P9WNX3	3DDN,3DC2,1YGY	Mycobacterium tuberculosis
1.1.1.95	Q76KF5	4NJM,4NFY,4NJO	Entamoeba histolytica
1.1.2.10	C5B120	6OC6,6OC5	Methylorubrum extorquens
1.1.2.3	P00175	3KS0,1SZG,1KBJ,2OZ0,1FCB,1QCW,1LTD,1LDC,1SZE,1SZF,1KBI,1LCO	Saccharomyces cerevisiae
1.1.2.7	A3FJ49	5SV6	Methylophaga aminisulfidivorans
1.1.3.10	Q6QWR1	4MIG,4MIH,4MIF	Phanerodontia chrysosporium
1.1.3.10	Q7ZA32	4MOF,4MOL,3LSK,4MOO,3LSH,3K4C,2IGM,3K4L,2IGK,4MOH,4MOJ,4MOP,4MOI,1TT0,3FDY,4MOR,3BLY,2IGO,4MOE,4MOK,3BG7,4MOS,3K4J,3K4N,3PL8,4MOM,3LSM,4MOQ,3K4M,2IGN,3K4B,3LSI,4MOG,3K4K,3BG6	Gloeophyllum sepiarium
1.1.3.10	Q8J136	2F6C,1TZL,2F5V	Peniophora sp.
1.1.3.12	Q5NT46	4HA6,3T37	Mesorhizobium loti
1.1.3.13	E3QHV8	5C86,5C92	Colletotrichum graminicola
1.1.3.13	P04842	5I68	Komagataella pastoris
1.1.3.13	Q7X2H8	4MJW,3NNE,3LJP,2JBV	Arthrobacter globiformis
1.1.3.13	T2M2J4	6H3O,6H3G	Phanerodontia chrysosporium
1.1.3.15	Q07523	1TB3,3SGZ	Rattus norvegicus
1.1.3.15	Q9UJM8	7R4O,6W45,5QIE,5QIF,2W0U,5QIC,7R4N,7R4P,2RDU,7M2O,5QIH,6GMB,2RDT,2RDW,6W4C,5QIB,6GMC,5QID,5QIG,2NZL,6W44	Homo sapiens
1.1.3.2	Q44467	2DU2,2NLI,7F1Y,7F20,7F22,4YL2,4RJE,2E77,5EBU,2ZFA,7F21,2J6X	Aerococcus viridans
1.1.3.29	A3RXB7	7ZZK	Ralstonia solanacearum
1.1.3.38	E4QP00	4UDR,4UDQ,4UDP,6F97	Methylovorus sp. MP688
1.1.3.38	P56216	1DZN,1AHV,1E8F,1QLT,1W1M,1E8G,1W1K,1E0Y,1AHU,1AHZ,5MXJ,1QLU,1VAO,5MXU,1W1J,1E8H,2VAO,1W1L	Penicillium simplicissimum
1.1.3.38	Q0SBK1	5FXE,7YWU,7YWV,5FXF,5FXD,5FXP	Rhodococcus jostii
1.1.3.4	P13006	3QVP,1GAL,1CF3,5NIW,5NIT,3QVR	Aspergillus niger
1.1.3.4	P81156	1GPE	Penicillium amagasakiense
1.1.3.41	Q9ZBU1	2VFR,2VFS,2VFT,2VFU,2VFV	Streptomyces coelicolor
1.1.3.46	O52792	6A1M,5ZZX,6A1L,6AI7,6A23,6A0G,6A1P,6A01,5ZZY,6A0M,6A0D,6A3T,6A0O,6A19,6A4H,6A0V,6A36,6A4G,6A24,6A1R,6A1N,6A1B,6A08,6A3D,6A11,6A13,6A1H,6A1W,6A00,5ZZR,6A39,6A21,5ZZS,7BSR,5ZZP,6A1A,5ZZQ,6A0B,6A0Y,5ZZZ,5ZZT	Amycolatopsis orientalis
1.1.3.47	E3Q9X3	6RYX,6RYW,6STX,6RYV	Colletotrichum graminicola
1.1.3.47	O94219	3FIM,5OC1	Pleurotus eryngii
1.1.3.6	B5MGF8	3JS8	Chromobacterium sp.
1.1.3.6	P12676	4U2S,4XXG,3B3R,1B4V,3B6D,3GYI,1N4V,1CC2,3GYJ,4XWR,1IJH,1N4W,4U2T,5KWF,1B8S,1N4U,4U2L,1N1P,3CNJ,1CBO,4REK,2GEW,1MXT	Streptomyces sp.
1.1.3.7	G2PZJ2	6O9N	Thermothelomyces thermophilus
1.1.3.9	P0CS93	2VZ1,2WQ8,1GOF,1T2X,2EIB,2EIC,1K3I,2EID,6XLR,1GOH,6XLT,2EIE,1GOG,6XLS,2VZ3,2JKX	Fusarium graminearum
1.1.5.2	P13650	1C9U,5MIN,1CRU,1QBI,1CQ1	Acinetobacter calcoaceticus
1.1.5.2	Q8ZUN8	3A9G,3A9H	Pyrobaculum aerophilum
1.1.5.5	Q88JH0	6ZCV,6ZCW	Pseudomonas putida
1.1.5.9	B8MX95	4YNT,4YNU	Aspergillus flavus
1.1.98.2	Q0RVH7	5LXE	Mycobacterium tuberculosis
1.1.99.18	A9XK88	4QI5,4QI4,4QI6,4QI3	Thermothelomyces myriococcoides
1.1.99.18	Q01738	1D7D,1NAA,1D7B,1KDG,1PL3,1D7C	Phanerodontia chrysosporium
1.1.99.29	Q3L245	4H7U	Leucoagaricus meleagris
1.1.99.31	P20932	2A7N,1P5B,6BFG,2A7P,1P4C,2A85,1HUV,3GIY	Pseudomonas putida
1.1.99.38	Q8G907	4M7T,4M7S	Niallia circulans
1.10.3.1	Q9ZP19	1BUG,1BT1,1BT2,1BT3	Ipomoea batatas
1.10.3.11	Q26710	5ZDQ,3VV9,3VVA,5ZDP,5ZDR,5GN7,3W54,5GN9	Trypanosoma brucei brucei
1.10.3.2	A0A0M4FJ81	6FDJ,6RH9,6S0O,7PU0,7PUH,5LHL,5O4Q,6RHQ,7PEN,6FC7,7PES,5O4I,5MKM,6ZIJ,7PFR,5O3K,7PTM,6ZIP	Streptomyces griseoflavus
1.10.3.2	E1ACR6	4F7K	uncultured bacterium
1.10.3.2	J9S5G3	4N8U	Streptomyces viridochromogenes
1.10.3.2	P36649	7F19,3OD3,3PAU,4NER,4HAK,6IM7,4E9Q,3UAB,5B7E,4E9R,5B7M,3NSD,2FQE,1N68,4HAL,2FQF,4EF3,3UAA,6IM8,3QQX,1PF3,2YXV,3NSC,3UAD,5B7F,6IM9,4E9S,2FQD,3UAE,5YS1,4E9T,3NSF,1KV7,3NSY,3PAV,2FQG,7F0V,3UAC,3NT0,5YS5,2YXW	Escherichia coli
1.10.3.2	Q12571	5ANH	basidiomycete PM1
1.10.3.2	Q12718	1GYC	Trametes versicolor
1.10.3.2	Q70KY3	2Q9O,1GW0,2IH8,3QPK,3FU9,3FU7,3DKH,3FU8,2IH9	Melanocarpus albomyces
1.10.3.2	Q72HW2	5K84,5JX9,6WCH,2YAE,6WCM,5AFA,5G3D,5K15,5G3F,6WCL,2YAF,2XU9,2XUW,2YAP,2YAQ,5K7A,4AI7,6WCG,5K5K,2YAM,5JRR,2YAR,2XVB,6WCP,6WCN,5K0D,5G3E,6Q29,2YAH,6W9X,2YAO,5K3K,6W2K,6TYR,5G3B	Thermus thermophilus
1.10.3.2	Q96UT7	1KYA	Trametes versicolor
1.10.3.2	Q9UVQ2	2XYB	Trametes cinnabarina
1.10.3.4	Q53692	3GYR	Streptomyces antibioticus
1.11.1.1	P37062	1NHQ,1NHR,1NPX,1JOA,2NPX,1NHP,1F8W,1NHS	Enterococcus faecalis
1.11.1.10	P04963	7RST,2CJ0,2CIW,2CIY,2CPO,2CJ2,2J19,2J18,1CPO,2J5M,2CIV,2CIZ,2CJ1,2CIX	Leptoxyphium fumago
1.11.1.11	Q8I1N3	7OQR,7OPT	Trypanosoma cruzi
1.11.1.14	P11542	1QPA	Phanerodontia chrysosporium
1.11.1.14	Q0SE24	3VEG,4HOV,3VEE,3QNR,3VEC,3VEF,3VED,3QNS	Rhodococcus jostii
1.11.1.14	Q60FD2	3Q3U	Trametopsis cervina
1.11.1.16	O94753	2W23,4FCN,3FKG,4FCS,3FJW,4FDQ,5FNE,2VKA,4FEF,5FNB,2BOQ,3FM4,3FM6,5ABO,3FM1,5ABN,3FMU,5ABQ,4G05	Pleurotus eryngii
1.11.1.16	Q9UR19	4BLK,4BLL,4BLN,4BLX,4BLY,4BLZ,4BM0	Pleurotus eryngii
1.11.1.18	Q8LLW7	1QHB	Corallina officinalis
1.11.1.19	A0A2P1C6N4	7D8M	Irpex lacteus
1.11.1.19	D1A807	5JXU,7RMU	Thermomonospora curvata
1.11.1.19	I2DBY1	4W7M,4UZI,4W7J,4AU9,5AG1,4W7K,5IKD,4W7L,5IKG,4W7O,5AG0,4W7N	Auricularia auricula-judae
1.11.1.19	K7N5M8	4G2C	Amycolatopsis sp.
1.11.1.19	P39597	7PL0,6KMN,7DLK,6KMM,7PKX,7E5Q	Bacillus subtilis
1.11.1.19	Q47KB1	5FW4	Thermobifida fusca YX
1.11.1.19	Q556V8	7O9J,8OHY,7O9L,7ODZ	Dictyostelium discoideum
1.11.1.19	Q8EIU4	2HAG,2IIZ	Shewanella oneidensis MR-1
1.11.1.19	Q8WZK8	3VXJ,3MM2,2D3Q,3VXI,3AFV,3MM1,3MM3	Bjerkandera adusta
1.11.1.19	Q8YWM0	5C2I	Anabaena sp.
1.11.1.19	Q9KQ59	5DE0	Vibrio cholerae
1.11.1.21	A4QUT2	5JHX,5JHZ,5CJH,5JHY,3UT2	Pyricularia grisea
1.11.1.21	P9WIE5	4C50,7A2I,7A7C,7A8Z,7AG8,1SJ2,7A7A,2CCA,7AA3,2CCD,4C51	Mycobacterium tuberculosis
1.11.1.21	Q31MN3	3WNU,4PAE,3X16,3WXO,1UB2	Synechococcus elongatus
1.11.1.21	Q939D2	5SX1,5SX2,5SYL,5SW4,5SX6,5SX3,5SX7,5SYV,5SXS,5SYX,5SW5,5SYK,5L05,6MQ1,5SYH,5SX0,6CFQ,6MQ0,5SXW,5L02,5SXX,5SXT,6MPY,5SXR,5SW6,5SXQ,5SYI	Burkholderia pseudomallei
1.11.1.21	O59651	1ITK,3UW8,3VLH,3VLI,3VLJ,3VLK,3VLL,3VLM	Haloarcula marismortui
1.11.1.21	P13029	1U2J,1U2K,1U2L	Escherichia coli
1.11.1.21	Q8X182	5WHQ,5WHS	Neurospora crassa
1.11.1.24	G0RHF8	6VPD	Trichoderma reesei
1.11.1.24	P0A251	4XS1,1YF0,4MA9,1N8J,5UKA,1YEP,3EMP,4XS4,4XTS,4XS6,4XRA,4MAB,4XRD,1YEX,1YF1	Salmonella enterica subsp. enterica serovar Typhimurium
1.11.1.24	Q9PER7	3IXR	Xylella fastidiosa
1.11.1.24	Q9Y9L0	6KRQ,5XBS,7C89,2CV4,6KRP,6KRR,3A5W,2ZCT,1X0R,2E2G,3A2W,7C8A,2E2M,7C87,3A2V,6KRM,3A2X,2NVL,6KRK,7CQJ,6KRS	Aeropyrum pernix
1.11.1.25	Q9WYL7	4EO3	Thermotoga maritima
1.11.1.27	P30041	5B6N,1PRX,5B6M	Homo sapiens
1.11.1.27	P44758	1NM3	Haemophilus influenzae
1.11.1.28	P9WQB5	1KNC,1GU9,1ME5,1LW1	Mycobacterium tuberculosis
1.11.1.28	P9WQB7	2BMX	Mycobacterium tuberculosis
1.11.1.28	Q9PCF4	1ZB8,4XX2,1ZB9	Xylella fastidiosa
1.11.1.5	P00431	2EUR,3CCX,3E2O,1CMU,6Y2Y,3M2E,1AEN,2Y5A,1AEO,1MKQ,3CCP,4A71,1CMT,2RC1,2BCN,1Z53,1CCJ,2AQD,4XVA,6H08,3M29,2EUQ,1U75,1CCL,2AS3,2XJ8,2EUS,3M28,1AEM,5CIH,4CCX,4A7M,2EUU,1CCI,2PCB,1SOG,2CCP,2CYP,2RBY,3EXB,2V2E,5CIE,1S6V,5CCP,2YCG,1AEG,4JB4,1KXN,1BEM,1BEP,2EUP,2ICV,4XV8,2XIL,7BIU,1DSO,1JDR,2IA8,2V23,1AEV,1CMQ,1SBM,1SDQ,1CCP,6CCP,3M2B,2RBX,1AES,3M25,4A6Z,5EJX,1BEK,2B11,1CPG,2RC0,4NFG,2B0Z,1AED,2RBZ,2RBU,2GB8,1CPF,1AC8,4XV7,3M2C,2RBT,1CMP,2X08,1CPE,1JCI,7CCP,2PCC,3E2N,3M2I,1A2F,1BJ9,2JTI,1AEE,1CCE,1CCB,5CID,1U74,5CIB,1BVA,3R98,1AEH,1RYC,3M27,5CIG,1ZBZ,5CIC,1AEU,5CIF,2XJ5,1AEK,1DSP,1A2G,2EUT,1DCC,4P4Q,6P41,2EUN,1DS4,1MK8,2RBW,1DJ5,2ANZ,2B10,3M23,1BEQ,1AEQ,5D6M,4A78,1KRJ,4CVJ,1AC4,5EJT,1MKR,2RC2,1BEJ,1ML2,1BES,1EBE,1DJ1,1AEB,1KOK,1KXM,6P42,2RBV,2B12,3M2H,1CYF,4CVI,2AS2,2AS4,1AEF,4XV5,2AS6,4XV4,3M2G,3R99,6P43,3M2A,1CPD,4XV6,2CEP,1DSG,1DSE,2AS1,3M2D,4CCP,1CCC,1CCG,1CCK,6Y1T,3M26,1STQ,2X07,1S73,1AA4,2N18,1CCA,2EUO,1AEJ,1AET,3M2F,1ZBY	Saccharomyces cerevisiae
1.11.1.5	P14532	2VHD,1EB7	Pseudomonas aeruginosa
1.11.1.5	Q8EF24	3O5C	Shewanella oneidensis
1.11.1.6	M4GGR7	4AUM,5ZZ1,5XVZ,5Y17,5XY4,7WCA,5XZN,5XZM	Mycothermus thermophilus
1.11.1.6	P21179	1CF9,1GG9,1GGE,1GGF,1GGH,1GGJ,1GGK,1IPH,1P7Y,1P7Z,1P80,1P81,1QF7,1QWS,1YE9,3P9P,3P9Q,3P9R,3P9S,3PQ2,3PQ3,3PQ4,3PQ5,3PQ6,3PQ7,3PQ8,3TTT,3TTU,3TTV,3TTW,3TTX,3VU3,4BFL,4ENP,4ENQ,4ENR,4ENS,4ENT,4ENU,4ENV,4ENW,5BV2,6BY0,6ZTV,6ZTW,6ZTX	Escherichia coli
1.11.1.7	A0A0A0Y4H8	4USC	Trachycarpus fortunei
1.11.1.7	P00433	7ATJ,1HCH,1H5G,1W4W,4ATJ,1H5I,1GWO,1GWT,1GX2,1ATJ,1H58,1H5M,1H5J,1H5E,1H5A,1H5L,1KZM,1GW2,1H5F,6ATJ,2YLJ,1W4Y,2ATJ,1H5K,1H5D,1GWU,1H5H,1H5C,1H55,1H57,3ATJ	Armoracia rusticana
1.11.1.7	P0A862	3HVS,3HVX,1QXH,3HVV,4AF2,3I43	Escherichia coli
1.11.1.7	Q5F809	3AY2,2N0M	Neisseria gonorrhoeae
1.11.1.7	Q9NAV8	3KUO,5V5R,4KMV,3KUN,4JAC,1EWA,4DWT,4HSX,3LB1,4FH6,3ORD,3LB4,2QFN,3MYM,3OJ1,4KJT,4DWU,3LB2,3OK5,4GZG,3LB3,3MOU,4KN3,4ILZ,4JYQ,3DR9,2QFK,3MYN,4KMW,1EW6,3K3U,7MNH,3O7N,4FH7,4HSW	Amphitrite ornata
1.11.1.9	P07203	2F8A	Homo sapiens
1.11.2.1	A0A023H437	5FUJ,5FUK	Marasmius rotula
1.11.2.1	A0A1Y2TH07	7O2G,7O1Z,7O1R,7O2D,7O1X	Hypoxylon sp. EC38
1.11.2.1	B9W4V6	6EKZ,7PNA,2YOR,5OY2,7PN9,5OXT,7PN6,2YP1,7PN5,6EL0,7PN4,6EKW,6EL4,7PN7,5OY1,7PN8,6EKX,6EKY,5OXU	Cyclocybe aegerita
1.11.2.1	Q972I2	3B4X,1UE8	Sulfurisphaera tokodaii
1.11.2.2	P05164	1D2V,4DL1,5MFA,5UZU,1DNU,3ZS1,1D5L,4C1M,3F9P,4EJX,6BMT,1MHL,1MYP,1D7W,7OIH,5FIW,3ZS0,1DNW,1CXP,6AZP	Homo sapiens
1.11.2.4	O31440	1IZO,2ZQX,2ZQJ	Bacillus subtilis
1.11.2.5	B0CN28	6VE0,6VDQ,6VDP,6VDZ	Streptomyces lavendulae
1.12.98.2	P32440	4JJG,6GGU,5OK4,4JJF	Methanothermobacter marburgensis
1.13.11.1	P95607	3HKP,3I4Y,3HJQ,3HHX,3HJ8,3I51,3HJS,3HHY,3HGI,3I4V	Rhodococcus opacus
1.13.11.1	Q9F103	2XSV,2XSR,2XSU	Acinetobacter radioresistens
1.13.11.11	P14902	6E40,5EK3,6E46,7E0Q,8I7L,5WHR,6E35,5WMW,7ZV3,8FUR,5XE1,7B1O,6DPR,7RRC,7E0T,7YXT,7NGE,6AZV,5WMU,6CXV,6KOF,5WMV,5WN8,5EK4,4PK6,6V52,4U74,6X5Y,7AH6,6O3I,7E0S,7P0N,7E0U,6AZU,4PK5,2D0T,2D0U,6E41,6MQ6,7P0R,6E44,6E43,7Z2L,7AH5,6CXU,5EK2,4U72,7E0O,7RRD,7AH4,6WPE,6KW7,6UBP,5WMX,7E0P,7M7D,8ABX,6F0A,6DPQ,6AZW,7A62,7RRB,6PU7,7M63,6R63,6WJY,5ETW,6E45,6E42,6KPS,6PZ1	Homo sapiens
1.13.11.11	P48775	5TIA,6PYY,5TI9,6UD5,6A4I,7LU7,6VBN,4PW8,6PYZ	Homo sapiens
1.13.11.18	O95571	4CHL	Homo sapiens
1.13.11.20	O32085	4QM8,4QM9,3EQE	Bacillus subtilis
1.13.11.20	P21816	5EFU,4IEX,4XFH,4IER,4XF4,4XFB,4XF1,5I0U,4PIY,4XEZ,4IEZ,4XFA,4YSF,2GH2,5I0T,4IEO,4XFF,4JTO,5I0R,4JTN,4YYO,4XFI,4YNI,4IEQ,4UBG,6U4L,6U4S,4KWL,4XF0,4IET,4IEW,6U1M,4IEP,5FDB,4IES,4PJY,2B5H,5I0S,4XFC,4XET,4XFG,4PIZ,4IEV,4UBH,4IEU,4KWK,5EZW,4Z82,4PIX,4XF9,3ELN,4XF3,6U4V,4IEY,4KWJ	Rattus norvegicus
1.13.11.20	P60334	2Q4S,2ATF	Mus musculus
1.13.11.20	Q16878	6CDH,6BPV,6N42,6BPW,6BPU,6E87,6CDN,2IC1,6BPR,6BPX,6BGM,6BGF,6BPT,6N43,6BPS	Homo sapiens
1.13.11.20	Q96SZ5	7REI	Homo sapiens
1.13.11.20	Q9I0N5	4TLF,3USS	Pseudomonas aeruginosa
1.13.11.24	A2VA43	5FLI,5FLH,5FLJ	Streptomyces sp.
1.13.11.27	P32754	5EC3,3ISQ	Homo sapiens
1.13.11.27	P93836	5YY6,7VO8,5YWK,7X69,7X5U,7X62,8HOW,6M6D,7VC8,7V6X,7X64,5YWH,7X8I,7CQS,5YY7,7CQR,7X6M,7WJ8,7X8D,7E0X,7EZQ,6ISD,7WJJ,7WJK,7X67,7X5X,5YWI,7X5Z,7X8H,7X5Y,5YWG,6J63,7X6N,7X5R,7CJK,6LGT,1SQD,6JX9,1TG5,5XGK,7X5S,7X5W,1TFZ,7XVH,1SP9	Arabidopsis thaliana
1.13.11.31	P18054	3D3L	Homo sapiens
1.13.11.33	O15296	4NRE,7LAF	Homo sapiens
1.13.11.33	P12530	2P0M,1LOX	Oryctolagus cuniculus
1.13.11.33	Q9I4G8	5IR4,5IR5	Pseudomonas aeruginosa
1.13.11.34	P09917	3O8Y,7TTK,7TTJ,6NCF,7TTL,3V98,3V92,3V99,6N2W	Homo sapiens
1.13.11.37	Q5PXQ6	1TMX	Pimelobacter simplex
1.13.11.4	Q5LLB1	3BU7	Ruegeria pomeroyi
1.13.11.4	Q8X655	2D40	Escherichia coli
1.13.11.4	Q67FT0	3NJZ,4FBF,4FAH,3NW4,2PHD,3NL1,3NVC,3NKT,3NST,4FAG	Pseudaminobacter salicylatoxidans
1.13.11.40	O16025	1U5U,3FG4,3FG1,2FNQ,3FG3,3DY5,4QWT	Plexaura homomalla
1.13.11.47	O31266	2WJ3,4CFS,8A97,2WJ6,2WJ4,7OJM,7OKZ,2WM2	Paenarthrobacter nitroguajacolicus
1.13.11.47	O33472	3IBT	Pseudomonas putida
1.13.11.49	A0A0M3KL46	5A12	Magnetospirillum sp.
1.13.11.49	B3U4H7	3NN1,3NN2,3NN4,3NN3,4M05,4M08,4M07,4M06,4M09	Nitrospira defluvii
1.13.11.49	B8HNS6	7OU9,7OWI,5NKU,7ASB,7OUY,7OUA,5MAU,5K8Z,5K91,7OU5,7ATI,5NKV,5K90,7OU7	Cyanothece sp. PCC 7425
1.13.11.49	Q3SPU6	3QPI	Nitrobacter winogradskyi
1.13.11.5	Q88E47	4AQ2,4AQ6,3ZDS	Pseudomonas putida
1.13.11.52	Q8PDA8	2NW7,2NW9,7P46,3BK9,3E08,1YW0,2NW8	Xanthomonas campestris
1.13.11.54	Q99JT9	5I8T,5I8S,5I93,5I8Y,1VR3,5I91	Mus musculus
1.13.11.54	Q9ZFE7	1ZRR,2HJI	Klebsiella oxytoca
1.13.11.55	P29082	7X9W,2YAV,6QJC,6QKM,2CB2,6QKA,6QMV,2YAW,2YAX,6QNE,6QO0	Acidianus ambivalens
1.13.11.57	G2IKE5	3WRC,3WKU,3WRA,3WR3,3WRB,3WR9,3WPM,3WR4,3WR8	Sphingobium sp. SYK-6
1.13.11.6	P47096	1ZVF	Saccharomyces cerevisiae
1.13.11.66	F8TW83	5M22,5M26,5M4O,5M21	Sphingomonas sp.
1.13.11.66	Q9ZBB0	4HUZ	Sphingobium chlorophenolicum
1.13.11.67	A0A128A3G4	6VCF,6VCG,6VCH	Candidatus Nitrosotalea devanaterra
1.13.11.72	Q5IW40	3RZZ,4YAR,3G7D,3GBF	Streptomyces viridochromogenes
1.13.11.75	P74334	2BIX,4OU8,6BIG,6C7P,6C7O,5KJA,4OU9,2BIW,5KK0,6C7K,5KJB,5KJD	Synechocystis sp. PCC 6803
1.13.11.76	Q6J1Z5	3VSI,3VSJ,3VSG,3VSH	Comamonas testosteroni
1.13.11.78	D0E8I5	4MLM,4N71,4N6W,4MLN	uncultured bacterium HF130_AEPn_1
1.13.11.80	Q8KLK7	2NP9,4YLH,2PG8,5KAJ,5KAG,5KAH	Streptomyces toyocaensis
1.13.11.81	P9WNC5	1Z9W,1NBU	Mycobacterium tuberculosis
1.13.11.93	Q88CC1	6W1H,6W1G	Pseudomonas putida
1.13.12.16	Q9HWH9	4Q4K	Pseudomonas aeruginosa
1.13.12.19	P32021	5V34,6CF3,6VP4,5V2Y,6CBA,5VKA,5VKB,5LUN,5V2U,6VP5,5V2T,5V2Z,5V2V,5V32,5LSQ,5MOF,5V31,5V2X	Pseudomonas syringae
1.13.12.2	W6JQJ6	5YB7,5YB8,5YB6	Pseudomonas sp. AIU 813
1.13.12.22	O54259	3KG0,3KNG,3KG1	Streptomyces nogalater
1.13.12.3	P06617	4IV9	Pseudomonas savastanoi
1.13.12.5	P27652	2PSE,6YN2,2PSF,7OMD,2PSD,7OMR,2PSH,2PSJ,7OMO	Renilla reniformis
1.13.12.5	Q9BLZ2	7D2O	Gaussia princeps
1.13.12.7	A0A3F2YLV6	6AAA	Amydetes vivianii
1.13.12.7	P08659	3RIX,4E5D,3IEP,5KYV,5DWV,5DV9,1LCI,5GYZ,3IES,4G37,4G36,5KYT,3IER,5WYS,6HPS,1BA3,5GZ2,6Q2M	Photinus pyralis
1.13.12.7	P13129	2D1S,2D1T,2D1Q,2D1R	Luciola cruciata
1.13.12.7	Q5UFR2	4M46,3QYA	Lampyris turkestanicus
1.13.12.9	Q5W9R9	2YR4,3AYL,2YR5,3AYJ,2YR6,3AYI	Pseudomonas sp.
1.13.99.1	Q9QXN5	2HUO,3BXD	Mus musculus
1.13.99.1	Q9UGB7	2IBN	Homo sapiens
1.14.11.1	O75936	4BGM,4BGK,3N6W,4CWD,4C8R,3O2G,4BHF,4BHI,4BHG,3MS5,4BG1,4C5W	Homo sapiens
1.14.11.16	Q12797	7YBC,6YYW,5JZU,6YYY,7YB8,6Z6Q,6QA5,7YBB,5JZA,5JZ8,6YYV,5APA,7YB9,7BMJ,6Z6R,7E6J,6Q9F,6RK9,7BMI,6YYX,5JTC,5JZ6,7YBA,5JQY,6YYU,6Q9I	Homo sapiens
1.14.11.16	Q9NWT6	1H2M,1H2N,4NR1,5OPC,5JWK,5JWP,6HC8,2WA4,7A1S,2XUM,4JAA,2YDE,3KCX,4Z1V,6HL6,2Y0I,4B7E,6RUJ,7A1N,1MZE,3P3P,1MZF,6HA6,7A1M,2YC0,5OP8,6HKP,7A1J,2CGN,7A1K,7A1O,3D8C,3P3N,2ILM,4B7K,5JWL,3KCY,4BIO,6HL5,5OP6,1IZ3,2CGO,7A1P,1YCI,2W0X,7A1Q,2WA3,7A1L,1H2K,1H2L,4AI8,4Z2W,3OD4,6H9J	Homo sapiens
1.14.11.2	O15460	6EVL,6EVN,6EVM,7ZSC,6EVP,6EVO	Homo sapiens
1.14.11.2	P13674	4BTA,2YQ8,4BT8,4BT9,4BTB,1TJC,2V5F	Homo sapiens
1.14.11.2	Q86KR9	6T8M	Dictyostelium discoideum
1.14.11.2	Q96KS0	5V1B	Homo sapiens
1.14.11.2	Q9GZT9	7UMP,7Q5X,3OUJ,6YVT,4BQX,5L9V,5LB6,6NMQ,2G19,2Y33,6YW2,5L9R,3OUI,3HQU,5A3U,5L9B,6ZBO,6ST3,4BQY,5LA9,5LBF,3OUH,6YVZ,2Y34,6YVW,6YW1,4BQW,6YVX,5LAT,6YW3,5V18,7Q5V,2G1M,5OX6,5LBC,6QGV,4JZR,3HQR,6ZBN,5OX5,7UJV,6YW0,5LAS,2HBT,4UWD,5LBB,5LBE,6YW4,4KBZ,2HBU	Homo sapiens
1.14.11.33	P05050	4ZHN,3O1R,3O1T,3KHB,3I3M,3I49,2FDI,2FDK,3KHC,7NRO,3O1U,3T3Y,3T4V,4NIG,3T4H,4RFR,3BI3,3BKZ,3I3Q,3O1P,4JHT,3O1M,6Y0Q,4NID,2FDF,2FDH,6YPV,4NII,3BIE,3O1V,2FDG,4NIH,2FDJ,3I2O,2FD8,3O1O,3O1S	Escherichia coli
1.14.11.35	Q82IZ1	2RDN,2RDS,2RDR,2RDQ	Streptomyces avermitilis
1.14.11.39	Q9Z4Z5	2OG7,2OG6,2OG5	Streptomyces coelicolor
1.14.11.4	O60568	6TEX,6TEZ,6FXT,6FXY,6FXM,6FXR,8ONE,6TES,6WFV,6FXX,6TE3,6TEC,6FXK,6TEU	Homo sapiens
1.14.11.41	Q6WZB0	6MP9,6ALP,2WBP,6ALO,6ALQ,6DAZ,6DB2,6MP8,2WBQ,6Y12,6Y0N,6ALM,2WBO,6ALR,6ALN,6DAX	Streptomyces vinaceus
1.14.11.44	Q8KSC8	6D3J,6D3M,6D1O,6D0O,6D3I,6D3H	Sphingobium herbicidovorans
1.14.11.45	E2GIN1	6LNH	Bacillus thuringiensis
1.14.11.53	Q9C0B1	4CXY,6AKW,7CKK,4ZS3,4IE6,7WCV,3LFM,6AK4,4ZS2,5ZMD,4CXW,4QHO,4IE4,4CXX,5DAB,6AEJ,4IE7,4IE5,4QKN,4IE0,5F8P,4IDZ,7E8Z	Homo sapiens
1.14.11.55	Q1GNW5	4MHU,4MHR,4Q5O	Sphingopyxis alaskensis
1.14.11.55	Q2TDY4	4NMI,3EMR	Virgibacillus salexigens
1.14.11.56	Q989T9	4P7X,4P7W	Mesorhizobium loti
1.14.11.6	Q7RYZ9	5C3P,5C3S,5C3R,5C3O,5C3Q	Neurospora crassa
1.14.11.61	Q9LHN8	4XAE	Arabidopsis thaliana
1.14.11.64	P76621	1JR7,6GPE,6GPN,6HL9,6HL8	Escherichia coli
1.14.11.66	B2RXH2	2W2I	Homo sapiens
