EC_number,Organism_name,Protein_file,Mol_file,pH,Temperature,Km_value_with_ref,Value_to_be_retained_for_model,pH,Temperature,Error,Comments
1.1.1.286,Thermococcus kodakarensis,5HN3.pdb,mol_11.sdf,8,60°C,"[(0.1, '8'), (0.036, '8'), (0.1, '8'), (1.5, ""{8: 'Structure and function of an ancestral-type beta-decarboxylating dehydrogenase from Thermococcus kodakarensis. Biochem,2017'}""), (0.036, '8'), (0.1, '8'), (0.036, '8'), (1.5, ""{8: 'Structure and function of an ancestral-type beta-decarboxylating dehydrogenase from Thermococcus kodakarensis. Biochem,2017'}""), (1.5, ""{8: 'Structure and function of an ancestral-type beta-decarboxylating dehydrogenase from Thermococcus kodakarensis. Biochem,2017'}""), (0.1, '8'), (1.5, ""{8: 'Structure and function of an ancestral-type beta-decarboxylating dehydrogenase from Thermococcus kodakarensis. Biochem,2017'}""), (0.036, '8')]",-----,8,60°C,Multiple cosubstrates present,-----
1.1.1.286,Thermus thermophilus,4YB4.pdb,mol_309.sdf,8,60°C,"[(0.21, '7'), (7.486, '1'), (7.486, '1'), (0.21, '7')]","(0.21, '7')",8,60°C,-----,Wrong substrate mapping in BRENDA
1.1.1.3,Sulfurisphaera tokodaii,7F4C.pdb,mol_313.sdf,8,30°C,"[(0.21, '39'), (0.54, '39'), (0.54, '39'), (0.21, '39')]","(0.21, '39')",8,30°C,-----,Oxidized form of the enzyme considered
1.1.1.30,Alcaligenes faecalis,5B4T.pdb,mol_314.sdf,6.5,30°C,"[(0.17, '55'), (10.47, '55'), (10.47, '55'), (0.17, '55')]",-----,6.5,30°C,Effect of His-tag location on kinetics,-----
1.1.1.335,Chromobacterium violaceum,3Q2I.pdb,mol_327.sdf,8.5,25°C,"[(1.1, '4'), (0.0056, '4'), (0.0056, '4'), (1.1, '4')]","(1.1, '4')",8.5,25°C,-----,Value in absence of transaminase considered
1.1.1.343,Gluconacetobacter diazotrophicus,6VPB.pdb,mol_343.sdf,7.5,-----,"[(0.934, '15'), (0.0334, '15'), (0.0334, '15'), (0.934, '15')]","(0.934, '15')",7.5,-----,-----,Value of cytoplasm-purified enzyme considered
1.1.1.343,Gluconacetobacter diazotrophicus,6VPB.pdb,mol_79.sdf,7.5,-----,"[(0.869, '15'), (2.393, '15'), (2.393, '15'), (0.869, '15')]","(2.393, '15')",7.5,-----,-----,Value of cytoplasm-purified enzyme considered
1.1.1.359,Saccharolobus solfataricus,2CDC.pdb,mol_132.sdf,9,70°C,"[(68.0, '2'), (2.2, '2'), (2.2, '2'), (68.0, '2')]","(2.2, '2')",9,70°C,-----,Value with NADP as cofactor considered
1.1.1.359,Saccharolobus solfataricus,2CDC.pdb,mol_109.sdf,9,70°C,"[(8.0, '2'), (0.44, '2'), (0.44, '2'), (8.0, '2')]","(0.44, '2')",9,70°C,-----,Value with NADP as cofactor considered
1.1.1.37,Thermus thermophilus,1Y7T.pdb,mol_300.sdf,7,30°C,"[(0.003, '70'), (0.74, '70'), (0.74, '70'), (0.003, '70')]","(0.74, '70')",7,30°C,-----,Value with NADPH as cofactor considered
1.1.1.376,Azospirillum brasilense,7CGQ.pdb,mol_130.sdf,9,30°C,"[(0.26, '2'), (1.41, '2'), (0.26, '2'), (0.785, '2'), (0.26, '2'), (0.255, '2'), (0.26, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (1.41, '2'), (0.26, '2'), (1.41, '2'), (0.785, '2'), (1.41, '2'), (0.255, '2'), (1.41, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.785, '2'), (0.26, '2'), (0.785, '2'), (1.41, '2'), (0.785, '2'), (0.255, '2'), (0.785, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.255, '2'), (0.26, '2'), (0.255, '2'), (1.41, '2'), (0.255, '2'), (0.785, '2'), (0.255, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.26, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (1.41, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.785, '2'), (0.168, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.255, '2')]","[(0.26, '2'), (0.255, '2'), (0.168, '6')]",9,30°C,-----,Value with NADP as cofactor considered
1.1.1.376,Azospirillum brasilense,7CGQ.pdb,mol_126.sdf,9,30°C,"[(1.49, '2'), (0.109, '2'), (0.109, '2'), (1.49, '2')]","(0.109, '2')",9,30°C,-----,Value with NADP as cofactor considered
1.1.1.376,Azospirillum brasilense,7CGQ.pdb,mol_79.sdf,9,30°C,"[(0.0028, '7'), (0.082, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.082, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (0.0028, '7')]","[(0.0028, '7'), (0.082, '6')]",9,30°C,-----,Both values are correct
1.1.1.376,Azospirillum brasilense,7CGQ.pdb,mol_11.sdf,9,30°C,"[(1.586, '7'), (3.5, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (3.5, ""{6: 'Crystal structure of bacterial L-arabinose 1-dehydrogenase in complex with L-arabinose and NADP. Biochem. Biophys. Res,2020'}""), (1.586, '7')]","[(1.586, '7'), (3.5, '6')]",9,30°C,-----,Both values are correct
1.1.1.38,Homo sapiens,1PJ3.pdb,mol_379.sdf,7.4,30°C,"[(4.6, '31'), (15.6, '31'), (15.6, '31'), (4.6, '31')]","(15.6, '31')",7.4,30°C,-----,Value without fumarate considered
1.1.1.38,Homo sapiens,1PJ3.pdb,mol_35.sdf,7.4,30°C,"[(1.4, '31'), (0.3, ""{31: 'Structural characteristics of the nonallosteric human cytosolic malic enzyme. Biochim. Biophys,2014'}""), (0.3, ""{31: 'Structural characteristics of the nonallosteric human cytosolic malic enzyme. Biochim. Biophys,2014'}""), (1.4, '31')]","(1.4, '31')",7.4,30°C,-----,Value without fumarate considered
1.1.1.40,Zea mays,1GQ2.pdb,mol_379.sdf,7,30°C,"[(0.0008, '89'), (0.00015, '89'), (0.00015, '89'), (0.0008, '89')]","[(0.0008, '89'), (0.00015, '89')]",7,30°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.40,Zea mays,1GQ2.pdb,mol_379.sdf,8,30°C,"[(0.00017, '89'), (0.00039, '89'), (0.00039, '89'), (0.00017, '89')]","[(0.00017, '89'), (0.00039, '89')]",8,30°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.40,Zea mays,1GQ2.pdb,mol_379.sdf,8,-----,"[(0.19, ""{108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 137: 'Posttranslational Modification of the NADP-malic enzyme involved in C4 photosynthesis modulates the enzymatic activity during the day,2019'}""), (5.5, ""{92: 'Determinants of nucleotide-binding selectivity of malic enzyme,2011', 118: 'Kinetic properties of NADP+-dependent decarboxylating malate dehydrogenase from corn leaves. Appl. Biochem,2021'}""), (5.5, ""{92: 'Determinants of nucleotide-binding selectivity of malic enzyme,2011', 118: 'Kinetic properties of NADP+-dependent decarboxylating malate dehydrogenase from corn leaves. Appl. Biochem,2021'}""), (0.19, ""{108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 137: 'Posttranslational Modification of the NADP-malic enzyme involved in C4 photosynthesis modulates the enzymatic activity during the day,2019'}"")]","(0.19, '108')",8,-----,-----,Wrong value in BRENDA
1.1.1.40,Zea mays,1GQ2.pdb,mol_79.sdf,7,30°C,"[(0.0036, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0147, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0147, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0036, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}"")]","[(0.0036, '89'), (0.0147, '89')]",7,30°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.40,Zea mays,1GQ2.pdb,mol_79.sdf,8,30°C,"[(0.0276, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0088, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0276, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.008, ""{30: 'Basic residues play key roles in catalysis and NADP(+)-specificity in maize (Zea mays L.) photosynthetic NADP(+)-dependent malic enzyme. Biochem,2004', 34: 'Maize C4 NADP-malic enzyme. Expression in Escherichia coli and characterization of site-directed mutants at the putative nucleoside-binding sites. J. Biol,2003', 108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 112: 'Directed evolution of thermotolerant malic enzyme for improved malate production. J. Biosci,2014'}""), (0.0088, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0276, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.0088, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.008, ""{30: 'Basic residues play key roles in catalysis and NADP(+)-specificity in maize (Zea mays L.) photosynthetic NADP(+)-dependent malic enzyme. Biochem,2004', 34: 'Maize C4 NADP-malic enzyme. Expression in Escherichia coli and characterization of site-directed mutants at the putative nucleoside-binding sites. J. Biol,2003', 108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 112: 'Directed evolution of thermotolerant malic enzyme for improved malate production. J. Biosci,2014'}""), (0.008, ""{30: 'Basic residues play key roles in catalysis and NADP(+)-specificity in maize (Zea mays L.) photosynthetic NADP(+)-dependent malic enzyme. Biochem,2004', 34: 'Maize C4 NADP-malic enzyme. Expression in Escherichia coli and characterization of site-directed mutants at the putative nucleoside-binding sites. J. Biol,2003', 108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 112: 'Directed evolution of thermotolerant malic enzyme for improved malate production. J. Biosci,2014'}""), (0.0276, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}""), (0.008, ""{30: 'Basic residues play key roles in catalysis and NADP(+)-specificity in maize (Zea mays L.) photosynthetic NADP(+)-dependent malic enzyme. Biochem,2004', 34: 'Maize C4 NADP-malic enzyme. Expression in Escherichia coli and characterization of site-directed mutants at the putative nucleoside-binding sites. J. Biol,2003', 108: 'Plastidial NADP-malic enzymes from grasses: Unraveling the way to the C4 specific isoforms. Plant Physiol,2013', 112: 'Directed evolution of thermotolerant malic enzyme for improved malate production. J. Biosci,2014'}""), (0.0088, ""{89: 'Functional characterization of residues involved in redox modulation of maize photosynthetic NADP-malic enzyme activity,2012'}"")]","[(0.008, '89'), (0.0088, '89')]",8,30°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_337.sdf,6.2,37°C,"[(0.6, '151'), (0.04, '151'), (0.04, '151'), (0.6, '151')]","[(0.6, '151'), (0.04, '151')]",6.2,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_337.sdf,7.5,37°C,"[(0.5, '160'), (0.46, '151'), (0.5, '160'), (0.246, '151'), (0.46, '151'), (0.5, '160'), (0.46, '151'), (0.246, '151'), (0.246, '151'), (0.5, '160'), (0.246, '151'), (0.46, '151')]","[(0.5, '160'), (0.46, '151'), (0.246, '151')]",7.5,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_337.sdf,6.5,37°C,"[(1.0, '151'), (0.12, '151'), (0.12, '151'), (1.0, '151')]","[(1.0, '151'), (0.12, '151')]",6.5,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_337.sdf,6.8,37°C,"[(0.14, '151'), (0.65, '151'), (0.65, '151'), (0.14, '151')]","[(0.14, '151'), (0.65, '151')]",6.8,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_337.sdf,7,37°C,"[(0.71, '151'), (0.26, ""{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020', 160: ''}""), (0.26, ""{151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020', 160: ''}""), (0.71, '151')]","[(0.71, '151'), (0.26, '151')]",7,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.42,Homo sapiens,6BKZ.pdb,mol_310.sdf,7.5,37°C,"[(0.061, '151'), (0.03, ""{38: 'Influence of compartmental localization on the function of yeast NADP+-specific isocitrate dehydrogenases. Arch. Biochem,2004', 77: 'Dual compartmental localization and function of mammalian NADP+-specific isocitrate dehydrogenase in yeast. Arch. Biochem,2008', 151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}""), (0.03, ""{38: 'Influence of compartmental localization on the function of yeast NADP+-specific isocitrate dehydrogenases. Arch. Biochem,2004', 77: 'Dual compartmental localization and function of mammalian NADP+-specific isocitrate dehydrogenase in yeast. Arch. Biochem,2008', 151: 'An acidic residue buried in the dimer interface of isocitrate dehydrogenase 1 (IDH1) helps regulate catalysis and pH sensitivity. Biochem,2020'}""), (0.061, '151')]","[(0.061, '151'), (0.03, '38')]",7.5,37°C,-----,Effect of different treatment buffers not considered for the model
1.1.1.44,Homo sapiens,4GWK.pdb,mol_79.sdf,8,25°C,"[(0.0069, '157'), (6.9, '157'), (6.9, '157'), (0.0069, '157')]","(0.0069, '157')",8,25°C,-----,Wrong data curation in BRENDA
1.1.1.44,Homo sapiens,4GWK.pdb,mol_343.sdf,8,25°C,"[(33.7, '157'), (0.0337, '157'), (0.0337, '157'), (33.7, '157')]","(0.0337, '157')",8,25°C,-----,Wrong data curation in BRENDA
1.1.1.47,Priestia megaterium,3AY6.pdb,mol_110.sdf,6,37°C,"[(3.1, '65'), (1100.0, '65'), (1100.0, '65'), (3.1, '65')]","(3.1, '65')",6,37°C,-----,Value of isoform IV of the enzyme considered as per crystal structure
1.1.1.47,Priestia megaterium,3AY6.pdb,mol_110.sdf,8,37°C,"[(12.0, '65'), (2000.0, ""{65: 'Structure-guided mutagenesis for the improvement of substrate specificity of Bacillus megaterium glucose 1-dehydrogenase IV,2012'}""), (2000.0, ""{65: 'Structure-guided mutagenesis for the improvement of substrate specificity of Bacillus megaterium glucose 1-dehydrogenase IV,2012'}""), (12.0, '65')]","(12.0, '65')",8,37°C,-----,Value of isoform IV of the enzyme considered as per crystal structure
1.1.1.54,Nicotiana tabacum,4HFN.pdb,mol_444.sdf,7,35°C,"[(0.025, '4'), (1.4, '4'), (1.4, '4'), (0.025, '4')]","(0.025, '4')",7,35°C,-----,Value of native enzyme considered
1.1.1.81,Pyrococcus yayanosii,6BII.pdb,mol_305.sdf,8,50°C,"[(0.41, '31'), (0.165, '31'), (0.165, '31'), (0.41, '31')]","(0.165, '31')",8,50°C,-----,Value with NADPH as cofactor considered
1.1.1.85,Shewanella benthica,3VMK.pdb,mol_472.sdf,-----,20°C,"[(0.038, '61'), (0.108, '61'), (0.038, '61'), (0.043, '61'), (0.038, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.038, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.108, '61'), (0.038, '61'), (0.108, '61'), (0.043, '61'), (0.108, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.108, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.043, '61'), (0.038, '61'), (0.043, '61'), (0.108, '61'), (0.043, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.043, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.038, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.108, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.043, '61'), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}""), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.038, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.108, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.043, '61'), (0.032, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016', 75: 'Glutamate 270 plays an essential role in K+-activation and domain closure of Thermus thermophilus isopropylmalate dehydrogenase,2015'}""), (0.02, ""{61: 'Piezo-adapted (2R,3S)-3-isopropylmalate dehydrogenase of the obligate piezophile Shewanella benthica DB21MT-2 isolated from the 11,000-m depth of the Mariana Trench. Biosci. Biotechnol,2009', 70: 'Dual role of the active site residues of Thermus thermophilus 3-isopropylmalate dehydrogenase: chemical catalysis and domain closure,2016'}"")]","[(0.038, '61'), (0.108, '61'), (0.043, '61'), (0.02, '61,70'), (0.032, ""61,70,75"")]",-----,20°C,-----,Effect of pressure on enzyme not considered for the model
